:nominal
recnum, 1, 0, r
z1, 15, 1, z1, [1(11,90,95,21,22,23,24,31);5(42);2(81,82);3(71,52);4(41,43)]
n1, 15, 1, n1, [1(11,90,95,21,22,23,24,31);5(42);2(81,82);3(71,52);4(41,43)]
w1, 15, 1, w1, [1(11,90,95,21,22,23,24,31);5(42);2(81,82);3(71,52);4(41,43)]
e1, 15, 1, e1, [1(11,90,95,21,22,23,24,31);5(42);2(81,82);3(71,52);4(41,43)]
s1, 15, 1, s1, [1(11,90,95,21,22,23,24,31);5(42);2(81,82);3(71,52);4(41,43)]
z2, 15, 1, z2, [1(11,90,95,21,22,23,24,31);5(42);2(81,82);3(71,52);4(41,43)]
n2, 15, 1, n2, [1(11,90,95,21,22,23,24,31);5(42);2(81,82);3(71,52);4(41,43)]
w2, 15, 1, w2, [1(11,90,95,21,22,23,24,31);5(42);2(81,82);3(71,52);4(41,43)]
e2, 15, 1, e2, [1(11,90,95,21,22,23,24,31);5(42);2(81,82);3(71,52);4(41,43)]
s2, 15, 1, s2, [1(11,90,95,21,22,23,24,31);5(42);2(81,82);3(71,52);4(41,43)]
z3, 15, 0, z3, [1(11,90,95,21,22,23,24,31);5(42);2(81,82);3(71,52);4(41,43)]
n3, 15, 0, n3, [1(11,90,95,21,22,23,24,31);5(42);2(81,82);3(71,52);4(41,43)]
w3, 15, 0, w3, [1(11,90,95,21,22,23,24,31);5(42);2(81,82);3(71,52);4(41,43)]
e3, 15, 0, e3, [1(11,90,95,21,22,23,24,31);5(42);2(81,82);3(71,52);4(41,43)]
s3, 15, 0, s3, [1(11,90,95,21,22,23,24,31);5(42);2(81,82);3(71,52);4(41,43)]
F, 2, 2, F                                     

:data
7138405	71	71	71	71	71	52	52	52	71	71	71	71	71	42	42	0
16081472	42	42	42	42	42	42	42	42	42	42	52	52	52	52	52	0
4579154	42	42	42	42	42	42	42	42	42	42	52	52	52	52	52	0
14632466	42	42	42	42	42	71	71	71	71	71	52	52	52	52	52	0
16610868	42	42	42	42	42	71	71	71	71	71	52	52	52	52	52	0
7147080	42	43	43	42	42	52	43	52	52	52	42	43	42	42	42	1
21414049	42	21	21	42	42	42	21	21	42	42	42	21	21	42	42	1
22022349	42	42	42	42	42	42	42	42	42	42	52	52	52	52	52	0
4159458	42	42	42	42	42	42	42	42	42	42	42	42	42	42	52	1
4811291	21	21	42	21	21	21	21	42	21	21	21	21	42	21	21	0
9607978	42	42	43	42	42	42	42	43	42	42	42	42	43	42	42	1
16001947	71	42	71	42	42	52	42	52	52	52	52	42	52	52	52	0
21354499	42	42	42	52	52	42	52	42	42	42	42	52	42	42	42	1
11397846	42	42	42	42	42	71	71	71	71	71	52	52	52	52	52	0
5136555	52	52	52	43	42	52	52	52	43	42	52	52	52	43	42	0
4978301	81	42	81	42	42	81	42	81	42	42	81	42	81	42	42	0
1862828	52	52	52	52	52	52	52	52	52	52	42	42	42	42	43	1
5008941	42	43	43	42	43	42	71	43	42	43	71	71	71	71	71	0
18800130	52	52	52	52	52	52	52	52	52	52	42	43	42	43	42	1
2625465	42	42	42	42	42	42	42	42	42	42	71	71	71	71	71	0
6817917	52	42	52	42	52	52	42	42	52	52	52	42	42	52	52	0
18725980	71	52	71	71	71	52	52	52	52	52	52	42	52	52	52	0
18512500	21	21	21	42	42	21	21	21	21	42	21	21	21	21	42	0
2627865	52	52	52	52	52	52	52	52	52	52	42	42	42	43	42	1
20859544	42	42	42	42	42	42	42	42	42	42	52	52	52	52	52	0
9155068	42	42	42	42	42	52	52	52	52	52	43	43	42	43	42	0
21064680	42	42	42	42	42	42	42	42	42	42	42	52	42	52	42	1
3858055	42	42	42	81	42	42	42	42	42	42	42	42	42	42	52	1
4366034	42	42	42	42	42	42	42	52	42	42	42	42	52	42	42	1
5210560	81	81	81	81	81	52	42	52	52	52	42	42	42	42	42	1
13598820	42	42	42	42	42	42	42	42	42	42	71	52	71	71	71	0
11040927	71	71	71	71	71	52	52	52	52	52	42	42	42	42	42	1
6944682	42	52	42	52	42	42	52	42	42	42	42	52	42	42	42	1
11438412	42	42	42	42	42	71	71	71	71	71	52	52	52	52	52	0
16242367	42	42	42	42	42	42	42	42	42	42	42	42	42	52	42	1
6409893	42	71	42	42	42	71	52	52	42	71	42	42	42	42	42	1
16641137	42	42	42	42	43	42	42	42	42	43	42	42	42	42	43	1
18211199	81	81	81	81	81	42	42	52	42	42	42	42	42	42	42	1
15968275	42	42	42	43	42	42	42	42	42	42	42	42	42	42	42	1
16997108	42	42	42	42	42	42	42	42	42	42	71	71	71	71	71	0
9587652	42	42	42	42	43	71	71	71	71	71	52	52	52	52	52	0
9143434	42	42	42	42	42	42	42	42	42	42	71	71	71	71	71	0
3992617	42	42	52	52	52	52	52	52	42	42	52	52	52	42	42	0
18099682	71	71	71	71	71	52	41	52	52	42	52	41	52	52	52	0
20362491	42	42	42	42	42	71	71	71	71	71	52	52	52	52	52	0
1861819	52	42	52	42	52	52	42	42	52	52	42	42	42	42	42	1
4356397	42	42	42	42	42	71	71	71	71	71	42	42	42	42	42	1
2323291	43	43	42	43	42	71	71	71	71	71	52	52	52	52	52	0
21546432	71	71	71	71	71	42	42	52	42	52	42	42	42	42	42	1
21950493	42	21	42	42	42	42	21	42	42	42	42	21	42	42	42	1
1923312	42	42	42	42	42	71	71	71	42	42	42	42	42	42	42	1
4447879	42	42	52	42	52	52	52	52	42	52	52	52	52	42	52	0
1969388	42	42	42	42	42	42	42	42	42	42	42	52	42	42	42	1
21938493	42	42	42	42	42	52	52	52	52	52	42	42	42	42	42	1
14188552	42	52	42	52	52	42	42	42	42	42	42	42	42	42	42	1
21522903	42	42	42	42	42	42	42	42	42	42	42	42	71	42	71	1
1784672	71	81	71	42	42	71	71	71	71	42	71	71	71	71	42	0
14394207	21	21	42	42	21	21	21	42	71	21	21	21	42	42	21	0
11436248	52	52	52	52	42	52	52	42	52	52	52	52	42	52	52	0
19334146	43	43	43	43	42	43	43	43	43	42	43	43	43	43	42	0
21475318	21	42	21	21	52	21	42	21	21	52	21	42	21	21	52	0
4789999	42	42	42	42	42	71	71	71	71	71	52	52	52	52	52	0
6443701	52	52	42	52	42	42	42	42	52	42	42	42	42	52	42	1
3984373	42	42	42	42	52	42	52	52	42	52	42	43	52	42	52	1
6843790	52	52	52	52	52	52	52	52	52	52	42	42	42	52	52	1
1731991	43	43	42	43	43	42	42	42	43	43	42	42	42	43	43	1
16657898	42	42	42	42	42	52	52	52	52	52	52	52	52	52	52	0
16840320	42	42	42	43	42	42	42	42	43	42	42	42	42	43	42	1
8942318	81	81	22	42	81	22	22	81	81	81	22	22	81	81	81	0
13760488	42	42	42	42	42	42	42	42	42	42	71	71	71	71	71	0
4376161	42	42	42	52	52	42	42	42	42	52	42	42	42	42	52	1
4971716	71	71	71	21	71	52	52	52	21	52	42	42	42	21	42	1
9121242	42	42	42	42	42	42	42	42	42	42	42	42	42	42	52	1
11691774	42	42	42	42	42	42	42	42	42	42	42	52	52	52	42	1
20417950	42	42	42	42	42	71	71	71	71	71	52	52	52	52	52	0
9716245	42	42	42	43	43	42	42	42	43	43	42	42	42	43	43	1
20309874	42	42	42	71	71	42	42	71	42	71	42	42	52	42	52	1
4707755	42	71	42	42	42	71	52	71	71	71	52	42	52	52	52	0
20162286	42	42	42	42	43	52	52	52	52	43	42	42	42	42	43	1
20724666	42	42	42	42	42	71	71	71	71	71	52	52	52	52	52	0
19398680	52	52	52	52	52	52	52	52	52	52	42	42	42	42	42	1
6484337	42	42	42	42	42	71	42	71	42	71	42	71	42	71	42	1
15475413	42	81	42	81	42	42	81	42	42	42	42	81	42	42	42	1
16346418	42	42	42	42	42	42	42	42	42	42	42	42	52	42	42	1
16714121	42	42	43	43	42	42	42	43	43	42	42	42	43	43	42	1
21450866	71	71	71	71	71	52	52	52	52	52	42	42	42	42	42	1
9064019	42	71	42	42	42	42	42	42	42	42	42	42	42	42	42	1
