Option settings:
Data file	dementia05.txt
Starting model	bottom
Search direction	up
Ref model	bottom
Models to consider	full
Search width	3
Search levels	7
Search sort by	bic
Search preference	descending
Report sort by	information
Report preference	descending

Sample Size	424.0

ID	MODEL	Level	H	dDF	dLR	Alpha	Inf	%dH(DV)	dAIC	dBIC	Inc.Alpha	Prog.	%C(Data)	%cover
177	IV:BZ:EZ:GZ:JZ:MZ:PZ	6	9.6907	15	-1.0	0.1333	0.03594088	3.5941	1.0	1.0	0.0	0	0.0	0.0
176	IV:AgNZ	3	9.6905	11	-1.0	0.0311	0.03615871	3.6159	1.0	1.0	0.0	0	0.0	0.0
175	IV:EZ:GZ:KZ:PZ	4	9.6904	10	-1.0	0.0192	0.03626517	3.6265	1.0	1.0	0.0	0	0.0	0.0
174	IV:EZ:GZ:HZ:JPZ	6	9.6903	21	-1.0	0.437	0.03639139	3.6391	1.0	1.0	0.0	0	0.0	0.0
173	IV:AZ:CZ:GZ:PZ	4	9.6903	9	-1.0	0.0111	0.03641282	3.6413	1.0	1.0	0.0	0	0.0	0.0
172	IV:CZ:EZ:PZ	3	9.6901	7	-1.0	0.0031	0.03656615	3.6566	1.0	1.0	0.0	0	0.0	0.0
171	IV:EZ:GHZ:JZ:PZ	6	9.6899	16	-1.0	0.1568	0.03676208	3.6762	1.0	1.0	0.0	0	0.0	0.0
170	IV:EZ:GZ:HZ:JZ:NZ:PZ	6	9.6898	15	-1.0	0.1171	0.03687107	3.6871	1.0	1.0	0.0	0	0.0	0.0
169	IV:DZ:EZ:GZ:HZ:JZ:PZ	6	9.6898	14	-1.0	0.0856	0.03690641	3.6906	1.0	1.0	0.0	0	0.0	0.0
168	IV:SxZ:BZ:EZ:GZ:JZ:PZ	6	9.6896	14	-1.0	0.0833	0.03708135	3.7081	1.0	1.0	0.0	0	0.0	0.0
167	IV:EZ:GZ:JZ:LZ:PZ	5	9.6895	12	-1.0	0.0395	0.0371744	3.7174	1.0	1.0	0.0	0	0.0	0.0
166	IV:EZ:GPZ:HZ	5	9.6895	15	-1.0	0.1121	0.03718463	3.7185	1.0	1.0	0.0	0	0.0	0.0
165	IV:EPZ:GZ:HZ:JZ	6	9.6893	18	-1.0	0.2356	0.0373191	3.7319	1.0	1.0	0.0	0	0.0	0.0
164	IV:AZ:EZ:HZ:KZ:PZ	5	9.6893	12	-1.0	0.0384	0.03733619	3.7336	1.0	1.0	0.0	0	0.0	0.0
163	IV:EGZ:HZ:JZ:PZ	6	9.6892	16	-1.0	0.1435	0.03744149	3.7441	1.0	1.0	0.0	0	0.0	0.0
162	IV:EdZ:EZ:PZ	3	9.6892	7	-1.0	0.0025	0.03746584	3.7466	1.0	1.0	0.0	0	0.0	0.0
161	IV:AgZ:EZ:GZ:JZ:PZ	5	9.689	12	-1.0	0.0366	0.03762169	3.7622	1.0	1.0	0.0	0	0.0	0.0
160	IV:EZ:GZ:HPZ:JZ	6	9.6889	18	-1.0	0.224	0.03776729	3.7767	1.0	1.0	0.0	0	0.0	0.0
159	IV:CZ:EZ:HZ:PZ	4	9.6889	9	-1.0	0.0083	0.0378035	3.7803	1.0	1.0	0.0	0	0.0	0.0
158	IV:EJZ:GZ:PZ	5	9.6888	16	-1.0	0.136	0.03784138	3.7841	1.0	1.0	0.0	0	0.0	0.0
157	IV:EZ:GZ:HZ:KZ:PZ	5	9.6887	12	-1.0	0.0342	0.03800181	3.8002	1.0	1.0	0.0	0	0.0	0.0
156	IV:EZ:GJZ:PZ	5	9.6881	16	-1.0	0.1236	0.03855078	3.8551	1.0	1.0	0.0	0	0.0	0.0
155	IV:CZ:EZ:GZ:PZ	4	9.6877	9	-1.0	0.0064	0.03899855	3.8999	1.0	1.0	0.0	0	0.0	0.0
154	IV:EdZ:EZ:HZ:PZ	4	9.6876	9	-1.0	0.0064	0.03903263	3.9033	1.0	1.0	0.0	0	0.0	0.0
153	IV:AZ:BZ:EZ:GZ:JZ:PZ	6	9.6875	15	-1.0	0.0841	0.03916764	3.9168	1.0	1.0	0.0	0	0.0	0.0
152	IV:EZ:GZ:HZ:JZ:LZ:PZ	6	9.6875	14	-1.0	0.0602	0.03917806	3.9178	1.0	1.0	0.0	0	0.0	0.0
151	IV:EJZ:GZ:HZ:PZ	6	9.6871	18	-1.0	0.1824	0.03952976	3.953	1.0	1.0	0.0	0	0.0	0.0
150	IV:EZ:GZ:HJZ:PZ	6	9.687	18	-1.0	0.1803	0.03962694	3.9627	1.0	1.0	0.0	0	0.0	0.0
149	IV:EZ:GZ:HZ:KZ:MZ:PZ	6	9.687	14	-1.0	0.0557	0.03966611	3.9666	1.0	1.0	0.0	0	0.0	0.0
148	IV:EdZ:AZ:GZ:PZ	4	9.687	9	-1.0	0.0056	0.03968236	3.9682	1.0	1.0	0.0	0	0.0	0.0
147	IV:BEZ:GZ:JZ:PZ	6	9.6869	19	-1.0	0.2227	0.03974032	3.974	1.0	1.0	0.0	0	0.0	0.0
146	IV:EdZ:EZ:GZ:PZ	4	9.6867	9	-1.0	0.0052	0.03997491	3.9975	1.0	1.0	0.0	0	0.0	0.0
145	IV:AgZ:EZ:GZ:HZ:JZ:PZ	6	9.6867	14	-1.0	0.0528	0.03999877	3.9999	1.0	1.0	0.0	0	0.0	0.0
144	IV:BZ:EZ:FZ:GZ:JZ:PZ	6	9.6861	15	-1.0	0.068	0.04058956	4.059	1.0	1.0	0.0	0	0.0	0.0
143	IV:BZ:EPZ:GZ:JZ	6	9.686	19	-1.0	0.1999	0.04069853	4.0699	1.0	1.0	0.0	0	0.0	0.0
142	IV:BGZ:EZ:JZ:PZ	6	9.6858	19	-1.0	0.1953	0.04090064	4.0901	1.0	1.0	0.0	0	0.0	0.0
141	IV:BZ:EZ:GZ:JZ:NZ:PZ	6	9.6855	16	-1.0	0.0856	0.04118025	4.118	1.0	1.0	0.0	0	0.0	0.0
140	IV:EZ:GJZ:HZ:PZ	6	9.6854	18	-1.0	0.1476	0.04125949	4.1259	1.0	1.0	0.0	0	0.0	0.0
139	IV:BZ:EZ:GZ:JPZ	6	9.6854	22	-1.0	0.3343	0.0412981	4.1298	1.0	1.0	0.0	0	0.0	0.0
138	IV:EZ:GZ:JZ:KZ:PZ	5	9.6853	13	-1.0	0.0285	0.04139519	4.1395	1.0	1.0	0.0	0	0.0	0.0
137	IV:SxZ:EZ:GZ:HZ:KZ:PZ	6	9.6845	13	-1.0	0.025	0.04213627	4.2136	1.0	1.0	0.0	0	0.0	0.0
136	IV:AgZ:KZ:NZ	3	9.6844	8	-1.0	0.0017	0.0422398	4.224	1.0	1.0	0.0	0	0.0	0.0
135	IV:CZ:EZ:GZ:HZ:PZ	5	9.6844	11	-1.0	0.0098	0.04224675	4.2247	1.0	1.0	0.0	0	0.0	0.0
134	IV:BZ:EGZ:JZ:PZ	6	9.6839	17	-1.0	0.0923	0.04276117	4.2761	1.0	1.0	0.0	0	0.0	0.0
133	IV:AZ:EZ:GZ:HZ:KZ:PZ	6	9.6839	14	-1.0	0.0335	0.04277244	4.2772	1.0	1.0	0.0	0	0.0	0.0
132	IV:EZ:GZ:HZ:JZ:KZ:PZ	6	9.6838	15	-1.0	0.0479	0.04284306	4.2843	1.0	1.0	0.0	0	0.0	0.0
131	IV:BZ:DZ:EZ:GZ:JZ:PZ	6	9.6838	15	-1.0	0.0476	0.04288637	4.2886	1.0	1.0	0.0	0	0.0	0.0
130	IV:EdZ:EZ:GZ:HZ:PZ	5	9.6836	11	-1.0	0.0083	0.04302993	4.303	1.0	1.0	0.0	0	0.0	0.0
129	IV:AZ:CZ:EZ:HZ:PZ	5	9.6832	11	-1.0	0.0077	0.04343794	4.3438	1.0	1.0	0.0	0	0.0	0.0
128	IV:EHZ:GZ:KZ:PZ	6	9.6831	16	-1.0	0.0603	0.04356714	4.3567	1.0	1.0	0.0	0	0.0	0.0
127	IV:BZ:EZ:GZ:JZ:LZ:PZ	6	9.6831	15	-1.0	0.0425	0.04360181	4.3602	1.0	1.0	0.0	0	0.0	0.0
126	IV:BZ:EZ:GZ:HZ:KZ:PZ	6	9.6828	15	-1.0	0.041	0.04382998	4.383	1.0	1.0	0.0	0	0.0	0.0
125	IV:EdZ:AgZ:NZ	3	9.6821	7	-1.0	0.0004	0.04457488	4.4575	1.0	1.0	0.0	0	0.0	0.0
124	IV:BPZ:EZ:GZ:JZ	6	9.682	22	-1.0	0.2411	0.04469677	4.4697	1.0	1.0	0.0	0	0.0	0.0
123	IV:AZ:EZ:GZ:HZ:KZ:MZ:PZ	7	9.6819	16	-1.0	0.05	0.04478806	4.4788	1.0	1.0	0.0	0	0.0	0.0
122	IV:EZ:FZ:GZ:HZ:KZ:PZ	6	9.6817	14	-1.0	0.0231	0.0449677	4.4968	1.0	1.0	0.0	0	0.0	0.0
121	IV:EZ:GZ:HZ:KZ:NZ:PZ	6	9.6816	15	-1.0	0.0334	0.04508437	4.5084	1.0	1.0	0.0	0	0.0	0.0
120	IV:BZ:EZ:GJZ:PZ	6	9.6813	19	-1.0	0.1127	0.04541097	4.5411	1.0	1.0	0.0	0	0.0	0.0
119	IV:BZ:EJZ:GZ:PZ	6	9.6813	19	-1.0	0.1124	0.04542743	4.5427	1.0	1.0	0.0	0	0.0	0.0
118	IV:EGZ:HZ:KZ:PZ	6	9.6811	16	-1.0	0.0445	0.04555029	4.555	1.0	1.0	0.0	0	0.0	0.0
117	IV:EKZ:GZ:HZ:PZ	6	9.6808	18	-1.0	0.0804	0.04585566	4.5856	1.0	1.0	0.0	0	0.0	0.0
116	IV:EZ:GHZ:KZ:PZ	6	9.6805	16	-1.0	0.0405	0.04614816	4.6148	1.0	1.0	0.0	0	0.0	0.0
115	IV:EPZ:GZ:HZ:KZ	6	9.6804	18	-1.0	0.0763	0.04623751	4.6238	1.0	1.0	0.0	0	0.0	0.0
114	IV:EZ:GZ:HPZ:KZ	6	9.68	18	-1.0	0.0716	0.04668273	4.6683	1.0	1.0	0.0	0	0.0	0.0
113	IV:DZ:EZ:GZ:HZ:KZ:PZ	6	9.6799	14	-1.0	0.0167	0.04679645	4.6796	1.0	1.0	0.0	0	0.0	0.0
112	IV:SxZ:AZ:EZ:GZ:HZ:KZ:PZ	7	9.6798	15	-1.0	0.0248	0.04687621	4.6876	1.0	1.0	0.0	0	0.0	0.0
111	IV:AgZ:BZ:EZ:GZ:JZ:PZ	6	9.6793	15	-1.0	0.0228	0.04738917	4.7389	1.0	1.0	0.0	0	0.0	0.0
110	IV:AZ:EZ:GZ:HZ:JZ:KZ:PZ	7	9.6791	17	-1.0	0.0457	0.0475907	4.7591	1.0	1.0	0.0	0	0.0	0.0
109	IV:BZ:EZ:GZ:JZ:KZ:PZ	6	9.679	16	-1.0	0.032	0.04763297	4.7633	1.0	1.0	0.0	0	0.0	0.0
108	IV:EZ:GZ:HKZ:PZ	6	9.679	18	-1.0	0.062	0.04770001	4.77	1.0	1.0	0.0	0	0.0	0.0
107	IV:EZ:GPZ:JZ	5	9.6789	16	-1.0	0.0313	0.04777091	4.7771	1.0	1.0	0.0	0	0.0	0.0
106	IV:BJZ:EZ:GZ:PZ	6	9.6787	22	-1.0	0.1701	0.04796969	4.797	1.0	1.0	0.0	0	0.0	0.0
105	IV:AgZ:EZ:GZ:HZ:KZ:PZ	6	9.6786	14	-1.0	0.0132	0.04811401	4.8114	1.0	1.0	0.0	0	0.0	0.0
104	IV:AZ:EHZ:GZ:KZ:PZ	7	9.6785	18	-1.0	0.0577	0.04819737	4.8197	1.0	1.0	0.0	0	0.0	0.0
103	IV:AgZ:CZ:NZ	3	9.6785	7	-1.0	0.0002	0.04819743	4.8197	1.0	1.0	0.0	0	0.0	0.0
102	IV:AZ:BZ:EZ:GZ:HZ:KZ:PZ	7	9.6784	17	-1.0	0.0412	0.04827512	4.8275	1.0	1.0	0.0	0	0.0	0.0
101	IV:EdZ:AZ:EZ:HZ:PZ	5	9.6783	11	-1.0	0.0028	0.04840148	4.8401	1.0	1.0	0.0	0	0.0	0.0
100	IV:AHZ:EZ:GZ:KZ:PZ	7	9.678	18	-1.0	0.0539	0.04866938	4.8669	1.0	1.0	0.0	0	0.0	0.0
99	IV:EZ:GZ:HZ:KZ:LZ:PZ	6	9.6779	14	-1.0	0.0116	0.0488332	4.8833	1.0	1.0	0.0	0	0.0	0.0
98	IV:AgZ:EZ:GZ:HZ:KZ:MZ:PZ	7	9.6775	16	-1.0	0.0248	0.04919854	4.9199	1.0	1.0	0.0	0	0.0	0.0
97	IV:AgGZ:EZ:HZ:KZ:PZ	7	9.6773	18	-1.0	0.0482	0.04942908	4.9429	1.0	1.0	0.0	0	0.0	0.0
96	IV:EZ:GPZ:HZ:JZ	6	9.6769	18	-1.0	0.0459	0.0497614	4.9761	1.0	1.0	0.0	0	0.0	0.0
95	IV:AZ:EZ:GZ:HZ:KZ:NZ:PZ	7	9.6769	17	-1.0	0.0324	0.04980931	4.9809	1.0	1.0	0.0	0	0.0	0.0
94	IV:AgEZ:GZ:HZ:KZ:PZ	7	9.6767	18	-1.0	0.0446	0.04995592	4.9956	1.0	1.0	0.0	0	0.0	0.0
93	IV:AZ:EKZ:GZ:HZ:PZ	7	9.6762	20	-1.0	0.0757	0.0505053	5.0505	1.0	1.0	0.0	0	0.0	0.0
92	IV:AZ:EZ:FZ:GZ:HZ:KZ:PZ	7	9.6762	16	-1.0	0.0199	0.05052376	5.0524	1.0	1.0	0.0	0	0.0	0.0
91	IV:AZ:EZ:GZ:HPZ:KZ	7	9.6758	20	-1.0	0.0723	0.05084628	5.0846	1.0	1.0	0.0	0	0.0	0.0
90	IV:AZ:EZ:GHZ:KZ:PZ	7	9.6758	18	-1.0	0.0385	0.05092932	5.0929	1.0	1.0	0.0	0	0.0	0.0
89	IV:CZ:EZ:GZ:JZ:PZ	5	9.6757	12	-1.0	0.0028	0.05096786	5.0968	1.0	1.0	0.0	0	0.0	0.0
88	IV:AZ:EGZ:HZ:KZ:PZ	7	9.6756	18	-1.0	0.0374	0.05111623	5.1116	1.0	1.0	0.0	0	0.0	0.0
87	IV:AZ:EPZ:GZ:HZ:KZ	7	9.6753	20	-1.0	0.0676	0.05134146	5.1341	1.0	1.0	0.0	0	0.0	0.0
86	IV:EZ:GKZ:HZ:PZ	6	9.6753	18	-1.0	0.0361	0.05135572	5.1356	1.0	1.0	0.0	0	0.0	0.0
85	IV:SxZ:AgZ:EZ:GZ:HZ:KZ:PZ	7	9.6753	15	-1.0	0.0114	0.05136702	5.1367	1.0	1.0	0.0	0	0.0	0.0
84	IV:EZ:GPZ:HZ:JZ:MZ	7	9.6751	20	-1.0	0.0655	0.05157417	5.1574	1.0	1.0	0.0	0	0.0	0.0
83	IV:AZ:DZ:EZ:GZ:HZ:KZ:PZ	7	9.6747	16	-1.0	0.0156	0.05196148	5.1961	1.0	1.0	0.0	0	0.0	0.0
82	IV:EZ:GZ:HZ:KPZ	6	9.6746	21	-1.0	0.081	0.05208061	5.2081	1.0	1.0	0.0	0	0.0	0.0
81	IV:AgZ:AZ:EZ:GZ:HZ:KZ:PZ	7	9.6743	16	-1.0	0.0146	0.0523414	5.2341	1.0	1.0	0.0	0	0.0	0.0
80	IV:AZ:EZ:GZ:HKZ:PZ	7	9.6743	20	-1.0	0.0587	0.05236974	5.237	1.0	1.0	0.0	0	0.0	0.0
79	IV:APZ:EZ:GZ:HZ:KZ	7	9.6742	20	-1.0	0.0578	0.05248288	5.2483	1.0	1.0	0.0	0	0.0	0.0
78	IV:AEZ:GZ:HZ:KZ:PZ	7	9.6739	18	-1.0	0.029	0.05277926	5.2779	1.0	1.0	0.0	0	0.0	0.0
77	IV:AgZ:EZ:GZ:HZ:JZ:KZ:PZ	7	9.6739	17	-1.0	0.02	0.05281328	5.2813	1.0	1.0	0.0	0	0.0	0.0
76	IV:CZ:EZ:GZ:HZ:JZ:PZ	6	9.6737	14	-1.0	0.0053	0.05302104	5.3021	1.0	1.0	0.0	0	0.0	0.0
75	IV:AgZ:EHZ:GZ:KZ:PZ	7	9.6733	18	-1.0	0.0263	0.05338604	5.3386	1.0	1.0	0.0	0	0.0	0.0
74	IV:AZ:EZ:GZ:HZ:KZ:LZ:PZ	7	9.6724	16	-1.0	0.0104	0.05428199	5.4282	1.0	1.0	0.0	0	0.0	0.0
73	IV:AGZ:EZ:HZ:KZ:PZ	7	9.6724	18	-1.0	0.0226	0.05433575	5.4336	1.0	1.0	0.0	0	0.0	0.0
72	IV:AgZ:EGZ:HZ:KZ:PZ	7	9.6722	18	-1.0	0.0221	0.05447696	5.4477	1.0	1.0	0.0	0	0.0	0.0
71	IV:AgZ:EZ:FZ:GZ:HZ:KZ:PZ	7	9.6721	16	-1.0	0.0099	0.05455695	5.4557	1.0	1.0	0.0	0	0.0	0.0
70	IV:BZ:EZ:GPZ:JZ	6	9.672	19	-1.0	0.0306	0.05465657	5.4657	1.0	1.0	0.0	0	0.0	0.0
69	IV:AZ:EZ:GPZ:HZ:JZ	7	9.672	20	-1.0	0.0424	0.05466115	5.4661	1.0	1.0	0.0	0	0.0	0.0
68	IV:SxZ:EZ:GPZ:HZ:JZ	7	9.6719	19	-1.0	0.03	0.05478685	5.4787	1.0	1.0	0.0	0	0.0	0.0
67	IV:EdZ:EZ:GZ:JZ:PZ	5	9.6719	12	-1.0	0.0012	0.05480008	5.48	1.0	1.0	0.0	0	0.0	0.0
66	IV:AgZ:EZ:GZ:HZ:KZ:NZ:PZ	7	9.6718	17	-1.0	0.0142	0.0548476	5.4848	1.0	1.0	0.0	0	0.0	0.0
65	IV:EHZ:GPZ:JZ	7	9.6715	22	-1.0	0.0709	0.05518146	5.5181	1.0	1.0	0.0	0	0.0	0.0
64	IV:AZ:EZ:GKZ:HZ:PZ	7	9.6712	20	-1.0	0.0374	0.05551892	5.5519	1.0	1.0	0.0	0	0.0	0.0
63	IV:AgZ:DZ:EZ:GZ:HZ:KZ:PZ	7	9.6711	16	-1.0	0.0082	0.05559436	5.5594	1.0	1.0	0.0	0	0.0	0.0
62	IV:EZ:GPZ:HZ:JPZ	7	9.6711	27	-1.0	0.2089	0.05559726	5.5597	1.0	1.0	0.0	0	0.0	0.0
61	IV:AgZ:EPZ:GZ:HZ:KZ	7	9.6708	20	-1.0	0.0357	0.05584859	5.5849	1.0	1.0	0.0	0	0.0	0.0
60	IV:AgZ:EZ:GZ:HPZ:KZ	7	9.6708	20	-1.0	0.0352	0.05593219	5.5932	1.0	1.0	0.0	0	0.0	0.0
59	IV:EZ:GPZ:HPZ:JZ	7	9.6706	24	-1.0	0.1061	0.05604338	5.6043	1.0	1.0	0.0	0	0.0	0.0
58	IV:BZ:EZ:GPZ:HZ:JZ	7	9.6706	21	-1.0	0.0474	0.05604372	5.6044	1.0	1.0	0.0	0	0.0	0.0
57	IV:AZ:EZ:GZ:HZ:KPZ	7	9.6705	23	-1.0	0.0815	0.0561685	5.6169	1.0	1.0	0.0	0	0.0	0.0
56	IV:AgZ:BZ:EZ:GZ:HZ:KZ:PZ	7	9.6703	17	-1.0	0.0109	0.05640712	5.6407	1.0	1.0	0.0	0	0.0	0.0
55	IV:DZ:EZ:GPZ:HZ:JZ	7	9.6703	20	-1.0	0.0327	0.0564263	5.6426	1.0	1.0	0.0	0	0.0	0.0
54	IV:EdZ:EZ:GZ:HZ:JZ:PZ	6	9.6701	14	-1.0	0.0026	0.05660274	5.6603	1.0	1.0	0.0	0	0.0	0.0
53	IV:AgZ:EKZ:GZ:HZ:PZ	7	9.67	20	-1.0	0.0315	0.05667722	5.6677	1.0	1.0	0.0	0	0.0	0.0
52	IV:EZ:GPZ:HZ:JZ:NZ	7	9.6688	21	-1.0	0.0363	0.05792145	5.7921	1.0	1.0	0.0	0	0.0	0.0
51	IV:AgZ:EZ:GZ:HKZ:PZ	7	9.6686	20	-1.0	0.0256	0.05806707	5.8067	1.0	1.0	0.0	0	0.0	0.0
50	IV:BZ:CZ:EZ:GZ:JZ:PZ	6	9.6686	15	-1.0	0.0032	0.05814108	5.8141	1.0	1.0	0.0	0	0.0	0.0
49	IV:AKZ:EZ:GZ:HZ:PZ	7	9.6682	20	-1.0	0.0239	0.05851925	5.8519	1.0	1.0	0.0	0	0.0	0.0
48	IV:EZ:GPZ:HZ:JZ:LZ	7	9.6682	20	-1.0	0.0238	0.05854435	5.8544	1.0	1.0	0.0	0	0.0	0.0
47	IV:AgZ:EZ:GPZ:HZ:JZ	7	9.6677	20	-1.0	0.0223	0.05895281	5.8953	1.0	1.0	0.0	0	0.0	0.0
46	IV:AgZ:EZ:GZ:HZ:KZ:LZ:PZ	7	9.6676	16	-1.0	0.0044	0.05904817	5.9048	1.0	1.0	0.0	0	0.0	0.0
45	IV:EZ:GPZ:HZ:KZ	6	9.6675	18	-1.0	0.0102	0.05915109	5.9151	1.0	1.0	0.0	0	0.0	0.0
44	IV:EGZ:GPZ:HZ:JZ	7	9.6675	22	-1.0	0.0414	0.05916741	5.9167	1.0	1.0	0.0	0	0.0	0.0
43	IV:EZ:FZ:GPZ:HZ:JZ	7	9.6675	20	-1.0	0.0215	0.0591957	5.9196	1.0	1.0	0.0	0	0.0	0.0
42	IV:AgHZ:EZ:GZ:KZ:PZ	7	9.6672	18	-1.0	0.0095	0.05954746	5.9547	1.0	1.0	0.0	0	0.0	0.0
41	IV:AgZ:EZ:GHZ:KZ:PZ	7	9.667	18	-1.0	0.0093	0.05971988	5.972	1.0	1.0	0.0	0	0.0	0.0
40	IV:EZ:GPZ:HJZ	7	9.666	24	-1.0	0.0595	0.06070408	6.0704	1.0	1.0	0.0	0	0.0	0.0
39	IV:EZ:GHZ:GPZ:JZ	7	9.6658	22	-1.0	0.0323	0.06091024	6.091	1.0	1.0	0.0	0	0.0	0.0
38	IV:EdZ:BZ:EZ:GZ:JZ:PZ	6	9.6656	15	-1.0	0.0018	0.06108285	6.1083	1.0	1.0	0.0	0	0.0	0.0
37	IV:AgZ:EZ:GKZ:HZ:PZ	7	9.6654	20	-1.0	0.0155	0.06126582	6.1266	1.0	1.0	0.0	0	0.0	0.0
36	IV:AgZ:EZ:GZ:HZ:KPZ	7	9.6652	23	-1.0	0.0405	0.06147639	6.1476	1.0	1.0	0.0	0	0.0	0.0
35	IV:EJZ:GPZ:HZ	7	9.6651	24	-1.0	0.0532	0.06156747	6.1567	1.0	1.0	0.0	0	0.0	0.0
34	IV:CZ:EZ:GZ:HZ:KZ:PZ	6	9.6645	14	-1.0	0.0008	0.06219415	6.2194	1.0	1.0	0.0	0	0.0	0.0
33	IV:EPZ:GPZ:HZ:JZ	7	9.664	24	-1.0	0.0456	0.06273595	6.2736	1.0	1.0	0.0	0	0.0	0.0
32	IV:AZ:EZ:GPZ:HZ:KZ	7	9.6638	20	-1.0	0.012	0.06285717	6.2857	1.0	1.0	0.0	0	0.0	0.0
31	IV:EZ:GPZ:HZ:JZ:KZ	7	9.6627	21	-1.0	0.0144	0.06404996	6.405	1.0	1.0	0.0	0	0.0	0.0
30	IV:EZ:GJZ:GPZ:HZ	7	9.662	24	-1.0	0.0347	0.06473259	6.4733	1.0	1.0	0.0	0	0.0	0.0
29	IV:EdZ:EZ:GZ:HZ:KZ:PZ	6	9.6618	14	-1.0	0.0005	0.06492042	6.492	1.0	1.0	0.0	0	0.0	0.0
28	IV:AZ:CZ:EZ:GZ:HZ:KZ:PZ	7	9.6609	16	-1.0	0.0012	0.06577054	6.5771	1.0	1.0	0.0	0	0.0	0.0
27	IV:AgZ:EZ:GPZ:HZ:KZ	7	9.6591	20	-1.0	0.0054	0.06764031	6.764	1.0	1.0	0.0	0	0.0	0.0
26	IV:AgKZ:EZ:GZ:HZ:PZ	7	9.6579	20	-1.0	0.0044	0.06878456	6.8785	1.0	1.0	0.0	0	0.0	0.0
25	IV:EdZ:AZ:EZ:GZ:HZ:KZ:PZ	7	9.6548	16	-1.0	0.0003	0.07193859	7.1939	1.0	1.0	0.0	0	0.0	0.0
24	IV:CZ:EZ:GPZ:HZ:JZ	7	9.6546	20	-1.0	0.0024	0.0721534	7.2153	1.0	1.0	0.0	0	0.0	0.0
23	IV:AgZ:CZ:EZ:GZ:HZ:KZ:PZ	7	9.6542	16	-1.0	0.0003	0.0724949	7.2495	1.0	1.0	0.0	0	0.0	0.0
22	IV:EdZ:AgZ:EZ:GZ:HZ:KZ:PZ	7	9.6512	16	-1.0	0.0001	0.07552512	7.5525	1.0	1.0	0.0	0	0.0	0.0
21	IV:AgPZ:EZ:GZ:HZ:KZ	7	9.6506	20	-1.0	0.0011	0.07613634	7.6136	1.0	1.0	0.0	0	0.0	0.0
20	IV:EdZ:EZ:GPZ:HZ:JZ	7	9.6498	20	-1.0	0.001	0.07689658	7.6897	1.0	1.0	0.0	0	0.0	0.0
19	IV:ApZ	1	9.6396	1	-1.0	0.0	0.08716028	8.716	1.0	1.0	0.0	0	0.0	0.0
18	IV:ApZ:PZ	2	9.639	4	-1.0	0.0	0.08769818	8.7698	1.0	1.0	0.0	0	0.0	0.0
17	IV:ApZ:GZ:PZ	3	9.6378	6	-1.0	0.0	0.08891237	8.8912	1.0	1.0	0.0	0	0.0	0.0
16	IV:ApZ:FZ	2	9.6365	3	-1.0	0.0	0.09023193	9.0232	1.0	1.0	0.0	0	0.0	0.0
15	IV:ApZ:AZ:GZ:PZ	4	9.6331	8	-1.0	0.0	0.09359623	9.3596	1.0	1.0	0.0	0	0.0	0.0
14	IV:ApZ:NZ	2	9.6307	4	-1.0	0.0	0.09602897	9.6029	1.0	1.0	0.0	0	0.0	0.0
13	IV:ApZ:EZ:PZ	3	9.6272	6	-1.0	0.0	0.09956632	9.9566	1.0	1.0	0.0	0	0.0	0.0
12	IV:ApZ:EZ:GZ:PZ	4	9.6257	8	-1.0	0.0	0.10104123	10.1041	1.0	1.0	0.0	0	0.0	0.0
11	IV:ApZ:EZ:HZ:PZ	4	9.6237	8	-1.0	0.0	0.10302149	10.3021	1.0	1.0	0.0	0	0.0	0.0
10	IV:ApZ:EZ:GZ:HZ:PZ	5	9.6201	10	-1.0	0.0	0.10669281	10.6693	1.0	1.0	0.0	0	0.0	0.0
9	IV:ApZ:AgZ:NZ	3	9.6199	6	-1.0	0.0	0.10685089	10.6851	1.0	1.0	0.0	0	0.0	0.0
8	IV:ApZ:AZ:EZ:HZ:PZ	5	9.6173	10	-1.0	0.0	0.10942858	10.9429	1.0	1.0	0.0	0	0.0	0.0
7	IV:ApZ:EZ:GZ:JZ:PZ	5	9.613	11	-1.0	0.0	0.11373117	11.3731	1.0	1.0	0.0	0	0.0	0.0
6	IV:ApZ:EZ:GZ:HZ:JZ:PZ	6	9.609	13	-1.0	0.0	0.11774366	11.7744	1.0	1.0	0.0	0	0.0	0.0
5	IV:ApZ:BZ:EZ:GZ:JZ:PZ	6	9.6041	14	-1.0	0.0	0.12272889	12.2729	1.0	1.0	0.0	0	0.0	0.0
4	IV:ApZ:EZ:GZ:HZ:KZ:PZ	6	9.6007	13	-1.0	0.0	0.12612057	12.6121	1.0	1.0	0.0	0	0.0	0.0
3	IV:ApZ:AZ:EZ:GZ:HZ:KZ:PZ	7	9.5966	15	-1.0	0.0	0.13020992	13.021	1.0	1.0	0.0	0	0.0	0.0
2	IV:ApZ:AgZ:EZ:GZ:HZ:KZ:PZ	7	9.5941	15	-1.0	0.0	0.13273479	13.2735	1.0	1.0	0.0	0	0.0	0.0

Best Model(s) by dBIC:
IV:Z
Best Model(s) by dAIC:
IV:Z
Best Model(s) by Information:
IV:ApZ:EZ:GPZ:HZ:JZ

Run time: 1.084617 seconds
