iv_states,predicted_dv,confidence,frequency,accuracy,p_margin,source_model
"Cl=1|El=5|Ro=6|Tt=11",0,93.03,95,92.6,0.0000,"IV:ElZ:ClZ:RoZ:TtZ"
"Cl=1|El=5|Ro=4|Tt=11",0,90.24,94,90.4,0.0000,"IV:ElZ:ClZ:RoZ:TtZ"
"El=5|Ro=4|Tt=11",0,90.69,94,90.4,0.0000,"IV:ElZ:RoZ:TtZ"
"El=1|Ro=6|Tp=3|Tt=15",1,90.73,89,95.5,0.0000,"IV:ElZ:TpZ:RoZ:TtZ"
"El=5|Rd=2|Ro=1|Tp=3|Tt=3",0,86.20,88,92.0,0.0000,"IV:ElZ:RdZ:TpZ:RoZ:TtZ"
"El=5|Rd=2|Tp=3|Tt=3",0,85.83,88,92.0,0.0000,"IV:ElZ:RdZ:TpZ:TtZ"
"Cl=1|El=1|Ro=6|Tp=3|Tt=15",1,90.36,85,95.3,0.0000,"IV:ElZ:ClZ:TpZ:RoZ:TtZ"
"Cl=1|El=1|Ro=6|Tt=15",1,90.64,85,95.3,0.0000,"IV:ElZ:ClZ:RoZ:TtZ"
"El=1|Gd=2|Ro=6|Tp=3|Tt=15",1,90.92,84,96.4,0.0000,"IV:ElZ:GdZ:TpZ:RoZ:TtZ"
"Dc=7|El=1|Ro=6|Tp=3|Tt=15",1,90.78,84,96.4,0.0000,"IV:ElZ:DcZ:TpZ:RoZ:TtZ"
"El=5|Gd=2|Ro=6|Tp=4|Tt=11",0,97.44,75,94.7,0.0000,"IV:ElZ:GdZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Rd=2|Ro=1|Tp=3|Tt=3",0,85.35,75,90.7,0.0000,"IV:ElZ:RdZ:DcZ:TpZ:RoZ:TtZ"
"El=5|Ro=6|Tp=4|Tt=11",0,97.06,75,94.7,0.0000,"IV:ElZ:TpZ:RoZ:TtZ"
"Cl=2|El=5|Ro=6|Tp=4|Tt=11",0,97.43,75,94.7,0.0000,"IV:ElZ:ClZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Tp=4|Tt=11",0,97.22,75,94.7,0.0000,"IV:ElZ:DcZ:TpZ:TtZ"
"El=5|Tp=4|Tt=11",0,97.08,75,94.7,0.0000,"IV:ElZ:TpZ:TtZ"
"Dc=7|El=5|Ro=6|Tp=4|Tt=11",0,97.25,75,94.7,0.0000,"IV:ElZ:DcZ:TpZ:RoZ:TtZ"
"Cl=2|El=5|Tt=11",0,97.38,75,94.7,0.0000,"IV:ElZ:ClZ:TtZ"
"El=5|Ro=6|Tp=4",0,96.33,75,94.7,0.0000,"IV:ElZ:TpZ:RoZ"
"Cl=2|El=5|Ro=6|Tt=11",0,97.37,75,94.7,0.0000,"IV:ElZ:ClZ:RoZ:TtZ"
"Dc=7|El=5|Rd=1|Ro=6|Tp=4|Tt=11",0,97.27,69,94.2,0.0000,"IV:ElZ:RdZ:DcZ:TpZ:RoZ:TtZ"
"El=5|Rd=1|Ro=6|Tp=4|Tt=11",0,97.07,69,94.2,0.0000,"IV:ElZ:RdZ:TpZ:RoZ:TtZ"
"El=5|Rd=1|Tp=4|Tt=11",0,97.11,69,94.2,0.0000,"IV:ElZ:RdZ:TpZ:TtZ"
"El=5|Gd=2|Ro=4|Tp=7|Tt=11",0,89.16,68,92.6,0.0000,"IV:ElZ:GdZ:TpZ:RoZ:TtZ"
"El=5|Ro=4|Tp=7|Tt=11",0,89.28,68,92.6,0.0000,"IV:ElZ:TpZ:RoZ:TtZ"
"Cl=1|El=5|Ro=4|Tp=7|Tt=11",0,89.62,68,92.6,0.0000,"IV:ElZ:ClZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Ro=4|Tp=7|Tt=11",0,88.84,68,92.6,0.0000,"IV:ElZ:DcZ:TpZ:RoZ:TtZ"
"El=1|Rd=1|Tp=3|Tt=15",1,91.21,63,93.7,0.0000,"IV:ElZ:RdZ:TpZ:TtZ"
"El=5|Rd=2|Tp=3|Tt=15",0,88.12,58,94.8,0.0000,"IV:ElZ:RdZ:TpZ:TtZ"
"El=5|Gd=2|Ro=6|Tp=7|Tt=11",0,90.91,56,91.1,0.0000,"IV:ElZ:GdZ:TpZ:RoZ:TtZ"
"El=5|Ro=6|Tp=7|Tt=11",0,91.25,56,91.1,0.0000,"IV:ElZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Ro=6|Tp=7|Tt=11",0,90.85,56,91.1,0.0000,"IV:ElZ:DcZ:TpZ:RoZ:TtZ"
"El=5|Fd=5|Gd=2|Ro=1|Tp=3|Tt=3",0,86.57,54,94.4,0.0000,"IV:ElZ:FdZ:GdZ:TpZ:RoZ:TtZ"
"El=5|Fd=5|Ro=1|Tp=3|Tt=3",0,86.12,54,94.4,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=5|Gd=2|Ro=6|Tp=3|Tt=7",0,90.62,54,98.1,0.0000,"IV:ElZ:GdZ:TpZ:RoZ:TtZ"
"El=5|Fd=5|Tp=3|Tt=3",0,85.92,54,94.4,0.0000,"IV:ElZ:FdZ:TpZ:TtZ"
"El=5|Ro=6|Tp=3|Tt=7",0,90.56,54,98.1,0.0000,"IV:ElZ:TpZ:RoZ:TtZ"
"Cl=1|El=5|Ro=6|Tp=3|Tt=7",0,89.93,54,98.1,0.0000,"IV:ElZ:ClZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Tp=3|Tt=7",0,90.19,54,98.1,0.0000,"IV:ElZ:DcZ:TpZ:TtZ"
"El=5|Tp=3|Tt=7",0,90.58,54,98.1,0.0000,"IV:ElZ:TpZ:TtZ"
"Dc=7|El=5|Ro=6|Tp=3|Tt=7",0,90.15,54,98.1,0.0000,"IV:ElZ:DcZ:TpZ:RoZ:TtZ"
"El=1|Ro=6|Tp=2",1,85.54,54,94.4,0.0000,"IV:ElZ:TpZ:RoZ"
"El=5|Ro=1|Tp=2",0,88.48,54,94.4,0.0000,"IV:ElZ:TpZ:RoZ"
"Cl=1|El=5|Fd=5|Ro=1|Tp=3|Tt=3",0,85.95,52,94.2,0.0000,"IV:ElZ:FdZ:ClZ:TpZ:RoZ:TtZ"
"Cl=3|El=1|Ro=6|Tt=11",1,87.13,52,90.4,0.0000,"IV:ElZ:ClZ:RoZ:TtZ"
"El=2|Fd=5|Tp=3|Tt=15",1,85.20,51,94.1,0.0000,"IV:ElZ:FdZ:TpZ:TtZ"
"Dc=7|El=5|Rd=1|Ro=6|Tp=3|Tt=7",0,90.18,51,98.0,0.0000,"IV:ElZ:RdZ:DcZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Rd=1|Ro=4|Tp=7|Tt=11",0,88.88,51,94.1,0.0000,"IV:ElZ:RdZ:DcZ:TpZ:RoZ:TtZ"
"El=5|Rd=1|Ro=6|Tp=3|Tt=7",0,90.58,51,98.0,0.0000,"IV:ElZ:RdZ:TpZ:RoZ:TtZ"
"El=5|Rd=1|Ro=4|Tp=7|Tt=11",0,89.31,51,94.1,0.0000,"IV:ElZ:RdZ:TpZ:RoZ:TtZ"
"El=1|Rd=2|Tp=3|Tt=15",1,91.60,51,98.0,0.0000,"IV:ElZ:RdZ:TpZ:TtZ"
"El=5|Rd=1|Tp=3|Tt=7",0,90.62,51,98.0,0.0000,"IV:ElZ:RdZ:TpZ:TtZ"
"El=5|Tp=2|Tt=3",0,85.03,51,94.1,0.0000,"IV:ElZ:TpZ:TtZ"
"El=1|Ro=4|Tt=15",1,94.35,49,98.0,0.0000,"IV:ElZ:RoZ:TtZ"
"Dc=7|El=5|Fd=5|Gd=2|Ro=1|Tp=3|Tt=3",0,85.88,48,93.8,0.0000,"IV:ElZ:FdZ:DcZ:GdZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Fd=5|Ro=1|Tp=3|Tt=3",0,85.44,48,93.8,0.0000,"IV:ElZ:FdZ:DcZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Rd=1|Ro=6|Tp=7|Tt=11",0,90.86,47,91.5,0.0000,"IV:ElZ:RdZ:DcZ:TpZ:RoZ:TtZ"
"Cl=1|Dc=7|El=5|Fd=5|Ro=1|Tp=3|Tt=3",0,85.15,47,93.6,0.0000,"IV:ElZ:FdZ:ClZ:DcZ:TpZ:RoZ:TtZ"
"El=5|Rd=1|Ro=6|Tp=7|Tt=11",0,91.26,47,91.5,0.0000,"IV:ElZ:RdZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Fd=1|Gd=2|Ro=6|Tp=4|Tt=11",0,98.00,46,97.8,0.0000,"IV:ElZ:FdZ:DcZ:GdZ:TpZ:RoZ:TtZ"
"El=5|Fd=1|Gd=2|Ro=6|Tp=4|Tt=11",0,98.03,46,97.8,0.0000,"IV:ElZ:FdZ:GdZ:TpZ:RoZ:TtZ"
"El=5|Fd=1|Ro=6|Tp=4|Tt=11",0,97.79,46,97.8,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=5|Fd=1|Tp=4|Tt=11",0,97.78,46,97.8,0.0000,"IV:ElZ:FdZ:TpZ:TtZ"
"Dc=7|El=5|Fd=1|Ro=6|Tp=4|Tt=11",0,97.89,46,97.8,0.0000,"IV:ElZ:FdZ:DcZ:TpZ:RoZ:TtZ"
"Cl=2|Dc=7|El=5|Fd=1|Ro=6|Tp=4|Tt=11",0,97.97,46,97.8,0.0000,"IV:ElZ:FdZ:ClZ:DcZ:TpZ:RoZ:TtZ"
"Cl=2|El=5|Fd=1|Ro=6|Tp=4|Tt=11",0,98.00,46,97.8,0.0000,"IV:ElZ:FdZ:ClZ:TpZ:RoZ:TtZ"
"Cl=1|El=5|Ro=6|Tp=7|Tt=11",0,91.62,46,95.7,0.0000,"IV:ElZ:ClZ:TpZ:RoZ:TtZ"
"El=1|Rd=2|Ro=6|Tp=3|Tt=15",1,90.81,45,97.8,0.0000,"IV:ElZ:RdZ:TpZ:RoZ:TtZ"
"El=1|Rd=1|Ro=6|Tp=3|Tt=15",1,90.68,44,93.2,0.0000,"IV:ElZ:RdZ:TpZ:RoZ:TtZ"
"El=5|Rd=1|Tp=2|Tt=3",0,85.20,44,95.5,0.0000,"IV:ElZ:RdZ:TpZ:TtZ"
"El=5|Fd=1|Rd=1|Ro=6|Tp=4|Tt=11",0,97.78,43,97.7,0.0000,"IV:ElZ:FdZ:RdZ:TpZ:RoZ:TtZ"
"El=5|Fd=1|Gd=2|Rd=1|Ro=6|Tp=4|Tt=11",0,98.03,43,97.7,0.0000,"IV:ElZ:FdZ:RdZ:GdZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Fd=1|Rd=1|Ro=6|Tp=4|Tt=11",0,97.89,43,97.7,0.0000,"IV:ElZ:FdZ:RdZ:DcZ:TpZ:RoZ:TtZ"
"Cl=2|El=5|Fd=1|Rd=1|Ro=6|Tp=4|Tt=11",0,97.98,43,97.7,0.0000,"IV:ElZ:FdZ:RdZ:ClZ:TpZ:RoZ:TtZ"
"Dc=7|El=1|Rd=1|Ro=6|Tp=3|Tt=15",1,90.72,43,95.3,0.0000,"IV:ElZ:RdZ:DcZ:TpZ:RoZ:TtZ"
"Dc=7|El=2|Fd=5|Gd=2|Ro=6|Tp=3|Tt=15",1,85.22,41,95.1,0.0000,"IV:ElZ:FdZ:DcZ:GdZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Fd=4|Gd=2|Ro=6|Tp=3|Tt=15",0,85.71,41,90.2,0.0000,"IV:ElZ:FdZ:DcZ:GdZ:TpZ:RoZ:TtZ"
"El=2|Fd=5|Gd=2|Ro=6|Tp=3|Tt=15",1,85.31,41,95.1,0.0000,"IV:ElZ:FdZ:GdZ:TpZ:RoZ:TtZ"
"El=5|Fd=2|Gd=2|Ro=1|Tp=3|Tt=3",0,88.63,41,92.7,0.0000,"IV:ElZ:FdZ:GdZ:TpZ:RoZ:TtZ"
"El=5|Fd=4|Gd=2|Ro=6|Tp=3|Tt=15",0,86.04,41,90.2,0.0000,"IV:ElZ:FdZ:GdZ:TpZ:RoZ:TtZ"
"El=2|Fd=5|Ro=6|Tp=3|Tt=15",1,85.48,41,95.1,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=5|Fd=2|Ro=1|Tp=3|Tt=3",0,88.36,41,92.7,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=5|Fd=4|Ro=6|Tp=3|Tt=15",0,86.19,41,90.2,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=5|Fd=2|Tp=3|Tt=3",0,87.68,41,92.7,0.0000,"IV:ElZ:FdZ:TpZ:TtZ"
"Dc=7|El=2|Fd=5|Ro=6|Tp=3|Tt=15",1,85.38,41,95.1,0.0000,"IV:ElZ:FdZ:DcZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Fd=4|Ro=6|Tp=3|Tt=15",0,85.68,41,90.2,0.0000,"IV:ElZ:FdZ:DcZ:TpZ:RoZ:TtZ"
"Dc=7|El=1|Rd=2|Ro=6|Tp=3|Tt=15",1,90.88,41,97.6,0.0000,"IV:ElZ:RdZ:DcZ:TpZ:RoZ:TtZ"
"Cl=1|Dc=7|El=5|Fd=4|Ro=6|Tp=3|Tt=15",0,85.14,41,90.2,0.0000,"IV:ElZ:FdZ:ClZ:DcZ:TpZ:RoZ:TtZ"
"Cl=1|El=5|Fd=2|Ro=1|Tp=3|Tt=3",0,88.17,41,92.7,0.0000,"IV:ElZ:FdZ:ClZ:TpZ:RoZ:TtZ"
"Cl=1|El=5|Fd=4|Ro=6|Tp=3|Tt=15",0,85.64,41,90.2,0.0000,"IV:ElZ:FdZ:ClZ:TpZ:RoZ:TtZ"
"Dc=7|El=2|Fd=3|Gd=2|Ro=4|Tp=3|Tt=15",1,87.39,40,90.0,0.0000,"IV:ElZ:FdZ:DcZ:GdZ:TpZ:RoZ:TtZ"
"El=2|Fd=3|Gd=2|Ro=4|Tp=3|Tt=15",1,87.32,40,90.0,0.0000,"IV:ElZ:FdZ:GdZ:TpZ:RoZ:TtZ"
"El=2|Fd=3|Ro=4|Tp=3|Tt=15",1,87.39,40,90.0,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"Dc=7|El=2|Fd=3|Ro=4|Tp=3|Tt=15",1,87.43,40,90.0,0.0000,"IV:ElZ:FdZ:DcZ:TpZ:RoZ:TtZ"
"Cl=1|Dc=7|El=2|Fd=3|Ro=4|Tp=3|Tt=15",1,87.30,40,90.0,0.0000,"IV:ElZ:FdZ:ClZ:DcZ:TpZ:RoZ:TtZ"
"Cl=1|El=2|Fd=3|Ro=4|Tp=3|Tt=15",1,87.16,40,90.0,0.0000,"IV:ElZ:FdZ:ClZ:TpZ:RoZ:TtZ"
"Cl=3|El=1|Tt=15",1,93.09,40,90.0,0.0000,"IV:ElZ:ClZ:TtZ"
"Dc=7|El=5|Fd=2|Gd=2|Ro=1|Tp=3|Tt=3",0,87.97,38,92.1,0.0000,"IV:ElZ:FdZ:DcZ:GdZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Fd=2|Ro=1|Tp=3|Tt=3",0,87.70,38,92.1,0.0000,"IV:ElZ:FdZ:DcZ:TpZ:RoZ:TtZ"
"Cl=1|Dc=7|El=5|Fd=2|Ro=1|Tp=3|Tt=3",0,87.43,38,92.1,0.0000,"IV:ElZ:FdZ:ClZ:DcZ:TpZ:RoZ:TtZ"
"Dc=4|El=5|Tp=3|Tt=3",0,100.00,38,100.0,0.0000,"IV:ElZ:DcZ:TpZ:TtZ"
"Dc=4|El=5|Ro=1|Tp=3|Tt=3",0,100.00,38,100.0,0.0000,"IV:ElZ:DcZ:TpZ:RoZ:TtZ"
"El=5|Fd=3|Gd=2|Ro=1|Tp=3|Tt=3",0,86.39,37,97.3,0.0000,"IV:ElZ:FdZ:GdZ:TpZ:RoZ:TtZ"
"El=5|Fd=3|Ro=1|Tp=3|Tt=3",0,86.41,37,97.3,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=5|Fd=3|Tp=3|Tt=3",0,86.25,37,97.3,0.0000,"IV:ElZ:FdZ:TpZ:TtZ"
"Cl=1|El=5|Fd=3|Ro=1|Tp=3|Tt=3",0,85.99,37,97.3,0.0000,"IV:ElZ:FdZ:ClZ:TpZ:RoZ:TtZ"
"El=5|Fd=5|Rd=1|Ro=1|Tp=3|Tt=3",0,86.00,36,97.2,0.0000,"IV:ElZ:FdZ:RdZ:TpZ:RoZ:TtZ"
"El=5|Fd=5|Gd=2|Rd=1|Ro=1|Tp=3|Tt=3",0,86.47,36,97.2,0.0000,"IV:ElZ:FdZ:RdZ:GdZ:TpZ:RoZ:TtZ"
"Cl=1|El=5|Fd=5|Rd=1|Ro=1|Tp=3|Tt=3",0,85.80,35,97.1,0.0000,"IV:ElZ:FdZ:RdZ:ClZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Rd=2|Ro=6|Tp=3|Tt=15",0,88.94,34,97.1,0.0000,"IV:ElZ:RdZ:DcZ:TpZ:RoZ:TtZ"
"El=5|Rd=2|Ro=6|Tp=3|Tt=15",0,89.39,34,97.1,0.0000,"IV:ElZ:RdZ:TpZ:RoZ:TtZ"
"El=2|Fd=5|Rd=1|Ro=6|Tp=3|Tt=15",1,85.60,33,97.0,0.0000,"IV:ElZ:FdZ:RdZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Fd=3|Gd=2|Ro=1|Tp=3|Tt=3",0,85.50,33,97.0,0.0010,"IV:ElZ:FdZ:DcZ:GdZ:TpZ:RoZ:TtZ"
"El=2|Fd=5|Gd=2|Rd=1|Ro=6|Tp=3|Tt=15",1,85.43,33,97.0,0.0000,"IV:ElZ:FdZ:RdZ:GdZ:TpZ:RoZ:TtZ"
"Dc=7|El=2|Fd=5|Rd=1|Ro=6|Tp=3|Tt=15",1,85.49,33,97.0,0.0000,"IV:ElZ:FdZ:RdZ:DcZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Fd=5|Rd=1|Ro=1|Tp=3|Tt=3",0,85.33,33,97.0,0.0010,"IV:ElZ:FdZ:RdZ:DcZ:TpZ:RoZ:TtZ"
"El=5|Fd=1|Ro=1|Tp=3|Tt=3",0,92.03,33,100.0,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=5|Fd=1|Tp=3|Tt=3",0,91.61,33,100.0,0.0000,"IV:ElZ:FdZ:TpZ:TtZ"
"Dc=7|El=5|Fd=3|Ro=1|Tp=3|Tt=3",0,85.55,33,97.0,0.0010,"IV:ElZ:FdZ:DcZ:TpZ:RoZ:TtZ"
"Cl=1|Dc=7|El=5|Fd=3|Ro=1|Tp=3|Tt=3",0,85.04,33,97.0,0.0010,"IV:ElZ:FdZ:ClZ:DcZ:TpZ:RoZ:TtZ"
"Cl=1|El=5|Fd=1|Ro=1|Tp=3|Tt=3",0,91.80,33,100.0,0.0000,"IV:ElZ:FdZ:ClZ:TpZ:RoZ:TtZ"
"El=5|Fd=1|Gd=2|Ro=1|Tp=3|Tt=3",0,92.15,32,100.0,0.0000,"IV:ElZ:FdZ:GdZ:TpZ:RoZ:TtZ"
"El=2|Fd=3|Rd=1|Ro=4|Tp=3|Tt=15",1,87.48,31,93.5,0.0000,"IV:ElZ:FdZ:RdZ:TpZ:RoZ:TtZ"
"El=2|Fd=3|Gd=2|Rd=1|Ro=4|Tp=3|Tt=15",1,87.40,31,93.5,0.0000,"IV:ElZ:FdZ:RdZ:GdZ:TpZ:RoZ:TtZ"
"Dc=7|El=2|Fd=3|Rd=1|Ro=4|Tp=3|Tt=15",1,87.52,31,93.5,0.0000,"IV:ElZ:FdZ:RdZ:DcZ:TpZ:RoZ:TtZ"
"Cl=1|El=2|Fd=3|Rd=1|Ro=4|Tp=3|Tt=15",1,87.27,31,93.5,0.0000,"IV:ElZ:FdZ:RdZ:ClZ:TpZ:RoZ:TtZ"
"El=5|Fd=2|Rd=1|Ro=1|Tp=3|Tt=3",0,88.19,30,96.7,0.0000,"IV:ElZ:FdZ:RdZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Fd=1|Gd=2|Ro=1|Tp=3|Tt=3",0,91.66,30,100.0,0.0000,"IV:ElZ:FdZ:DcZ:GdZ:TpZ:RoZ:TtZ"
"El=5|Fd=2|Gd=2|Rd=1|Ro=1|Tp=3|Tt=3",0,88.47,30,96.7,0.0000,"IV:ElZ:FdZ:RdZ:GdZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Fd=1|Ro=1|Tp=3|Tt=3",0,91.48,30,100.0,0.0000,"IV:ElZ:FdZ:DcZ:TpZ:RoZ:TtZ"
"Cl=1|El=5|Fd=2|Rd=1|Ro=1|Tp=3|Tt=3",0,87.98,30,96.7,0.0000,"IV:ElZ:FdZ:RdZ:ClZ:TpZ:RoZ:TtZ"
"Cl=1|Dc=7|El=5|Fd=1|Ro=1|Tp=3|Tt=3",0,91.27,30,100.0,0.0000,"IV:ElZ:FdZ:ClZ:DcZ:TpZ:RoZ:TtZ"
"El=5|Fd=1|Rd=1|Ro=1|Tp=3|Tt=3",0,91.95,29,100.0,0.0000,"IV:ElZ:FdZ:RdZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Fd=2|Rd=1|Ro=1|Tp=3|Tt=3",0,87.54,29,96.6,0.0010,"IV:ElZ:FdZ:RdZ:DcZ:TpZ:RoZ:TtZ"
"El=1|Fd=6|Tp=3|Tt=15",1,91.69,29,93.1,0.0000,"IV:ElZ:FdZ:TpZ:TtZ"
"Cl=1|El=5|Fd=1|Rd=1|Ro=1|Tp=3|Tt=3",0,91.71,29,100.0,0.0000,"IV:ElZ:FdZ:RdZ:ClZ:TpZ:RoZ:TtZ"
"El=2|Ro=3|Tt=9",1,89.43,29,96.6,0.0000,"IV:ElZ:RoZ:TtZ"
"El=5|Fd=6|Rd=2|Ro=1|Tp=3|Tt=3",0,85.72,28,92.9,0.0020,"IV:ElZ:FdZ:RdZ:TpZ:RoZ:TtZ"
"El=5|Fd=1|Gd=2|Rd=1|Ro=1|Tp=3|Tt=3",0,92.07,28,100.0,0.0000,"IV:ElZ:FdZ:RdZ:GdZ:TpZ:RoZ:TtZ"
"El=5|Fd=6|Gd=2|Rd=2|Ro=1|Tp=3|Tt=3",0,85.96,28,92.9,0.0010,"IV:ElZ:FdZ:RdZ:GdZ:TpZ:RoZ:TtZ"
"Cl=1|El=5|Fd=6|Rd=2|Ro=1|Tp=3|Tt=3",0,85.43,28,92.9,0.0020,"IV:ElZ:FdZ:RdZ:ClZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Fd=1|Rd=1|Ro=1|Tp=3|Tt=3",0,91.40,27,100.0,0.0000,"IV:ElZ:FdZ:RdZ:DcZ:TpZ:RoZ:TtZ"
"Dc=4|El=5|Rd=1|Ro=1|Tp=3|Tt=3",0,100.00,26,100.0,0.0000,"IV:ElZ:RdZ:DcZ:TpZ:RoZ:TtZ"
"Cl=3|El=5|Ro=1|Tp=6|Tt=3",0,91.22,26,100.0,0.0000,"IV:ElZ:ClZ:TpZ:RoZ:TtZ"
"El=1|Fd=4|Tp=3|Tt=15",1,92.72,25,100.0,0.0000,"IV:ElZ:FdZ:TpZ:TtZ"
"Cl=4|El=1|Tt=15",1,91.73,25,100.0,0.0000,"IV:ElZ:ClZ:TtZ"
"El=5|Fd=5|Tp=7|Tt=11",0,90.29,24,91.7,0.0010,"IV:ElZ:FdZ:TpZ:TtZ"
"El=4|Ro=6|Tp=6|Tt=11",0,89.60,24,91.7,0.0010,"IV:ElZ:TpZ:RoZ:TtZ"
"El=4|Tp=6|Tt=11",0,89.12,24,91.7,0.0010,"IV:ElZ:TpZ:TtZ"
"Cl=1|El=5|Ro=2|Tt=4",0,98.17,24,100.0,0.0000,"IV:ElZ:ClZ:RoZ:TtZ"
"El=5|Ro=2|Tt=4",0,98.09,24,100.0,0.0000,"IV:ElZ:RoZ:TtZ"
"El=4|Gd=2|Ro=6|Tp=6|Tt=11",0,91.47,23,91.3,0.0010,"IV:ElZ:GdZ:TpZ:RoZ:TtZ"
"El=5|Fd=3|Tp=7|Tt=11",0,90.53,23,91.3,0.0010,"IV:ElZ:FdZ:TpZ:TtZ"
"Dc=7|El=4|Tp=6|Tt=11",0,89.03,23,91.3,0.0010,"IV:ElZ:DcZ:TpZ:TtZ"
"El=1|Tp=2|Tt=15",1,92.13,23,100.0,0.0000,"IV:ElZ:TpZ:TtZ"
