iv_states,predicted_dv,confidence,frequency,accuracy,p_margin,source_model
"El=1|Sl=2|Tb=35|Tt=10",1,89.57,40,90.0,0.0000,"IV:ElZ:SlZ:TbZ:TtZ"
"El=1|Lc=9|Tb=35|Tt=9",1,90.01,39,92.3,0.0000,"IV:ElZ:LcZ:TbZ:TtZ"
"El=2|Lc=9|Tb=35|Tt=9",1,86.07,38,92.1,0.0010,"IV:ElZ:LcZ:TbZ:TtZ"
"El=1|Sl=4|Tb=35",1,90.97,38,92.1,0.0000,"IV:ElZ:SlZ:TbZ"
"El=1|Sl=3|Tb=35|Tt=10",1,91.25,37,91.9,0.0000,"IV:ElZ:SlZ:TbZ:TtZ"
"El=1|Tb=11|Tt=9",1,90.29,37,91.9,0.0000,"IV:ElTtZ:TbZ"
"El=1|Tb=11|To=5|Tt=9",1,86.13,37,91.9,0.0010,"IV:ElZ:ToZ:TbZ:TtZ"
"Cl=3|El=1|Tb=11|Tt=9",1,86.66,37,91.9,0.0010,"IV:ElZ:ClZ:TbZ:TtZ"
"El=1|Sl=3|Tb=35|To=2|Tt=10",1,92.31,37,91.9,0.0000,"IV:ElZ:SlZ:ToZ:TbZ:TtZ"
"El=1|Tg=24|Tt=10",0,100.00,37,100.0,0.0000,"IV:ElZ:TgZ:TtZ"
"El=1|Tg=24",0,100.00,37,100.0,0.0000,"IV:ElZ:TgZ"
"El=2|Sl=3|Tb=35|Tt=9",1,91.31,36,91.7,0.0000,"IV:ElTtZ:SlZ:TbZ"
"El=5|Lc=8|Tb=9|Tt=12",0,87.12,36,91.7,0.0000,"IV:ElZ:LcZ:TbZ:TtZ"
"El=1|Rd=1|Sl=2|Tb=9|Tt=1",1,91.32,34,94.1,0.0000,"IV:ElTtZ:SlZ:RdZ:TbZ"
"El=1|Sl=1|Tb=35|Tt=9",1,88.69,31,90.3,0.0010,"IV:ElTtZ:SlZ:TbZ"
"El=5|Tb=9|Tt=5",0,94.49,31,93.5,0.0000,"IV:ElTtZ:TbZ"
"El=5|Tb=9|To=5|Tt=5",0,87.58,31,93.5,0.0000,"IV:ElZ:ToZ:TbZ:TtZ"
"El=2|Tb=9|Tt=8",1,93.42,30,96.7,0.0000,"IV:ElTtZ:TbZ"
"El=1|Lc=8|Tb=11|Tt=1",1,94.52,30,100.0,0.0000,"IV:ElZ:LcZ:TbZ:TtZ"
"Cl=3|El=1|Sl=1|Tb=11|To=5|Tt=1",1,94.09,27,92.6,0.0000,"IV:ElTtZ:SlZ:ClZ:ToZ:TbZ"
"Cl=3|El=1|Sl=1|Tb=11|Tt=1",1,94.05,27,92.6,0.0000,"IV:ElTtZ:SlZ:ClZ:TbZ"
"Cl=3|El=1|Ro=3|Sl=1|Tb=11|Tt=1",1,94.05,27,92.6,0.0000,"IV:ElTtZ:SlZ:ClZ:TbZ:RoZ"
"El=1|Sl=1|Tb=11|Tt=1",1,94.07,27,92.6,0.0000,"IV:ElTtZ:SlZ:TbZ"
"El=1|Sl=3|Tb=9|Tt=1",1,92.30,27,92.6,0.0000,"IV:ElTtZ:SlZ:TbZ"
"El=1|Sl=4|Tb=9|Tt=1",1,93.05,27,100.0,0.0000,"IV:ElTtZ:SlZ:TbZ"
"El=1|Sl=1|Tb=11|To=5|Tt=1",1,93.34,27,92.6,0.0000,"IV:ElZ:SlZ:ToZ:TbZ:TtZ"
"Cl=4|El=1|Sl=2|Tb=35|To=2|Tt=9",1,90.56,26,96.2,0.0010,"IV:ElTtZ:SlZ:ClZ:ToZ:TbZ"
"Cl=3|El=2|Sl=3|Tb=35|To=2|Tt=9",1,89.16,26,92.3,0.0020,"IV:ElTtZ:SlZ:ClZ:ToZ:TbZ"
"Cl=4|El=1|Sl=2|Tb=35|Tt=9",1,90.59,26,96.2,0.0010,"IV:ElTtZ:SlZ:ClZ:TbZ"
"Cl=3|El=2|Sl=3|Tb=35|Tt=9",1,89.76,26,92.3,0.0020,"IV:ElTtZ:SlZ:ClZ:TbZ"
"Cl=4|El=1|Ro=3|Sl=2|Tb=35|Tt=9",1,90.59,26,96.2,0.0010,"IV:ElTtZ:SlZ:ClZ:TbZ:RoZ"
"Cl=3|El=2|Ro=3|Sl=3|Tb=35|Tt=9",1,89.76,26,92.3,0.0020,"IV:ElTtZ:SlZ:ClZ:TbZ:RoZ"
"El=2|Lc=8|Tb=11|Tt=1",1,92.21,26,100.0,0.0010,"IV:ElZ:LcZ:TbZ:TtZ"
"El=1|Sl=3|Tb=9|To=5|Tt=1",1,89.83,26,92.3,0.0020,"IV:ElZ:SlZ:ToZ:TbZ:TtZ"
"Cl=3|El=2|Sl=3|Tb=9|To=5|Tt=1",1,85.91,25,92.0,0.0080,"IV:ElTtZ:SlZ:ClZ:ToZ:TbZ"
"El=1|Fd=4|Sl=2|Tb=9|Tt=1",1,92.12,25,92.0,0.0010,"IV:ElTtZ:SlZ:FdZ:TbZ"
"Cl=3|El=2|Sl=3|Tb=9|Tt=1",1,86.11,25,92.0,0.0070,"IV:ElTtZ:SlZ:ClZ:TbZ"
"Cl=3|El=2|Ro=3|Sl=3|Tb=9|Tt=1",1,86.11,25,92.0,0.0070,"IV:ElTtZ:SlZ:ClZ:TbZ:RoZ"
"El=5|Lc=8|Tb=6|Tt=13",0,85.13,25,96.0,0.0000,"IV:ElZ:LcZ:TbZ:TtZ"
"El=2|Lc=9|Tb=11",1,85.84,25,100.0,0.0080,"IV:ElZ:LcZ:TbZ"
"Cl=3|El=1|Sl=1|Tb=30|To=2|Tt=10",0,100.00,24,100.0,0.0000,"IV:ElTtZ:SlZ:ClZ:ToZ:TbZ"
"Cl=4|El=1|Sd=2|Sl=2|Tb=9|Tt=1",1,90.10,24,100.0,0.0020,"IV:ElTtZ:SlZ:SdZ:ClZ:TbZ"
"Cl=3|El=1|Sl=1|Tb=30|Tt=10",0,100.00,24,100.0,0.0000,"IV:ElTtZ:SlZ:ClZ:TbZ"
"Cl=3|El=1|Ro=5|Sl=1|Tb=30|Tt=10",0,100.00,24,100.0,0.0000,"IV:ElTtZ:SlZ:ClZ:TbZ:RoZ"
"El=2|Rd=1|Sl=3|Tb=35|Tt=10",1,87.56,24,95.8,0.0060,"IV:ElTtZ:SlZ:RdZ:TbZ"
"El=1|Sl=1|Tb=30|Tt=10",0,100.00,24,100.0,0.0000,"IV:ElTtZ:SlZ:TbZ"
"El=2|Sl=3|Tb=35|Tt=10",1,88.22,24,95.8,0.0040,"IV:ElZ:SlZ:TbZ:TtZ"
"El=1|Tb=30|Tt=10",0,100.00,24,100.0,0.0000,"IV:ElTtZ:TbZ"
"El=1|Tb=30|To=2|Tt=10",0,100.00,24,100.0,0.0000,"IV:ElZ:ToZ:TbZ:TtZ"
"Cl=3|El=1|Tb=30|Tt=10",0,100.00,24,100.0,0.0000,"IV:ElZ:ClZ:TbZ:TtZ"
"El=1|Sl=1|Tb=30|To=2|Tt=10",0,100.00,24,100.0,0.0000,"IV:ElZ:SlZ:ToZ:TbZ:TtZ"
"El=2|Sl=3|Tb=35|To=2|Tt=10",1,88.70,24,95.8,0.0040,"IV:ElZ:SlZ:ToZ:TbZ:TtZ"
"Cl=3|El=1|Tb=30",0,100.00,24,100.0,0.0000,"IV:ElZ:ClZ:TbZ"
"El=1|Sl=1|Tb=30",0,100.00,24,100.0,0.0000,"IV:ElZ:SlZ:TbZ"
"El=1|Tb=30",0,100.00,24,100.0,0.0000,"IV:ElZ:TbZ"
"Tb=30|Tt=10",0,100.00,24,100.0,0.0000,"IV:TbZ:TtZ"
"Cl=3|El=2|Sl=2|Tb=35|To=2|Tt=9",1,87.04,23,95.7,0.0080,"IV:ElTtZ:SlZ:ClZ:ToZ:TbZ"
"Cl=4|El=1|Sd=5|Sl=2|Tb=9|Tt=1",1,88.85,23,91.3,0.0040,"IV:ElTtZ:SlZ:SdZ:ClZ:TbZ"
"Cl=3|El=2|Rd=2|Sl=3|Tb=35|Tt=9",1,89.18,23,91.3,0.0040,"IV:ElTtZ:SlZ:RdZ:ClZ:TbZ"
"Cl=3|El=2|Sl=2|Tb=35|Tt=9",1,87.78,23,95.7,0.0060,"IV:ElTtZ:SlZ:ClZ:TbZ"
"Cl=3|El=2|Ro=3|Sl=2|Tb=35|Tt=9",1,87.78,23,95.7,0.0060,"IV:ElTtZ:SlZ:ClZ:TbZ:RoZ"
"El=1|Sl=4|Tb=35|Tt=10",1,92.32,23,95.7,0.0010,"IV:ElZ:SlZ:TbZ:TtZ"
"El=2|Sl=3|Tb=35|Tt=5",1,86.16,23,95.7,0.0100,"IV:ElTtZ:SlZ:TbZ"
"El=5|Lc=8|Tb=9|Tt=5",0,88.25,23,95.7,0.0000,"IV:ElZ:LcZ:TbZ:TtZ"
"Cl=3|El=5|Tb=9|Tt=12",0,87.32,23,100.0,0.0000,"IV:ElZ:ClZ:TbZ:TtZ"
"Cl=4|El=5|Tb=9|Tt=5",0,88.52,23,100.0,0.0000,"IV:ElZ:ClZ:TbZ:TtZ"
"El=1|Sl=4|Tb=35|To=2|Tt=10",1,93.26,23,95.7,0.0010,"IV:ElZ:SlZ:ToZ:TbZ:TtZ"
"Cl=3|El=1|Sl=1|Tb=9|To=5|Tt=1",1,87.25,22,95.5,0.0090,"IV:ElTtZ:SlZ:ClZ:ToZ:TbZ"
"Cl=3|El=1|Sl=1|Tb=11|To=5|Tt=16",1,89.44,22,90.9,0.0050,"IV:ElTtZ:SlZ:ClZ:ToZ:TbZ"
"El=1|Lc=9|Sl=3|Tb=35|Tt=10",1,93.99,22,90.9,0.0010,"IV:ElZ:SlZ:LcZ:TbZ:TtZ"
"Cl=3|El=1|Sl=1|Tb=9|Tt=1",1,86.88,22,95.5,0.0100,"IV:ElTtZ:SlZ:ClZ:TbZ"
"Cl=3|El=1|Sl=1|Tb=11|Tt=16",1,89.52,22,90.9,0.0040,"IV:ElTtZ:SlZ:ClZ:TbZ"
"Cl=3|El=1|Ro=3|Sl=1|Tb=9|Tt=1",1,86.88,22,95.5,0.0100,"IV:ElTtZ:SlZ:ClZ:TbZ:RoZ"
"Cl=3|El=1|Ro=3|Sl=1|Tb=11|Tt=16",1,89.52,22,90.9,0.0040,"IV:ElTtZ:SlZ:ClZ:TbZ:RoZ"
"El=1|Rd=1|Sl=1|Tb=35|Tt=9",1,89.41,22,90.9,0.0050,"IV:ElTtZ:SlZ:RdZ:TbZ"
"El=1|Sl=1|Tb=11|Tt=16",1,89.44,22,90.9,0.0050,"IV:ElTtZ:SlZ:TbZ"
"El=1|Tb=35|Tt=16",1,93.76,22,95.5,0.0010,"IV:ElTtZ:TbZ"
"El=1|Tb=35|To=2|Tt=16",1,86.82,22,95.5,0.0100,"IV:ElZ:ToZ:TbZ:TtZ"
"Cl=4|El=5|Sl=1|Tb=6|To=2|Tt=5",0,90.94,21,90.5,0.0000,"IV:ElTtZ:SlZ:ClZ:ToZ:TbZ"
"Cl=3|El=1|Rd=1|Sl=1|Tb=11|Tt=16",1,89.87,21,90.5,0.0050,"IV:ElTtZ:SlZ:RdZ:ClZ:TbZ"
"Cl=4|El=1|Rd=1|Sl=2|Tb=35|Tt=9",1,91.17,21,95.2,0.0030,"IV:ElTtZ:SlZ:RdZ:ClZ:TbZ"
"Cl=4|El=5|Sl=1|Tb=6|Tt=5",0,90.89,21,90.5,0.0000,"IV:ElTtZ:SlZ:ClZ:TbZ"
"Cl=4|El=5|Ro=3|Sl=1|Tb=6|Tt=5",0,90.89,21,90.5,0.0000,"IV:ElTtZ:SlZ:ClZ:TbZ:RoZ"
"El=1|Rd=1|Sl=1|Tb=11|Tt=16",1,89.81,21,90.5,0.0050,"IV:ElTtZ:SlZ:RdZ:TbZ"
"El=2|Rd=1|Sl=3|Tb=9|Tt=1",1,87.45,21,100.0,0.0100,"IV:ElTtZ:SlZ:RdZ:TbZ"
"El=5|Tg=6|Tt=5",0,87.08,21,90.5,0.0000,"IV:ElZ:TgZ:TtZ"
"Cl=1|El=1|Sl=3|Tb=35|To=2|Tt=10",1,91.36,20,90.0,0.0040,"IV:ElTtZ:SlZ:ClZ:ToZ:TbZ"
"El=5|Fd=6|Sl=1|Tb=6|Tt=5",0,88.98,20,95.0,0.0000,"IV:ElTtZ:SlZ:FdZ:TbZ"
"Cl=4|El=1|Rd=1|Sl=1|Tb=35|Tt=9",1,87.73,20,90.0,0.0110,"IV:ElTtZ:SlZ:RdZ:ClZ:TbZ"
"Cl=4|El=1|Rd=1|Sl=2|Tb=9|Tt=1",1,91.00,20,95.0,0.0040,"IV:ElTtZ:SlZ:RdZ:ClZ:TbZ"
"El=2|Lc=8|Sl=2|Tb=35|Tt=9",1,87.16,20,90.0,0.0130,"IV:ElTtZ:SlZ:LcZ:TbZ"
"Cl=1|El=1|Sl=3|Tb=35|Tt=10",1,92.95,20,90.0,0.0020,"IV:ElZ:SlZ:ClZ:TbZ:TtZ"
"Cl=1|El=1|Ro=5|Sl=3|Tb=35|Tt=10",1,89.76,20,90.0,0.0060,"IV:ElTtZ:SlZ:ClZ:TbZ:RoZ"
"El=1|Lc=9|Tb=11|Tt=16",1,90.24,20,100.0,0.0050,"IV:ElZ:LcZ:TbZ:TtZ"
