iv_states,predicted_dv,confidence,frequency,accuracy,p_margin,source_model
"El=5|Fd=5|Ro=6|Tp=15|Tt=15",0,87.92,54,90.7,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"Cl=4|El=5|Ro=1",0,85.15,53,90.6,0.0000,"IV:ElZ:ClZ:RoZ"
"El=5|Fd=4|Ro=6|Tp=15|Tt=15",0,86.03,50,90.0,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"Dc=7|El=2|Fd=5|Ro=6|Tt=15",1,86.85,50,96.0,0.0000,"IV:ElZ:FdZ:DcZ:RoZ:TtZ"
"El=5|Fd=1|Ro=6|Tp=12|Tt=11",0,97.99,49,98.0,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=5|Fd=2|Ro=1|Tp=15|Tt=3",0,88.94,49,93.9,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"Cl=2|El=5|Fd=1|Ro=6|Tt=11",0,97.89,49,98.0,0.0000,"IV:ElZ:FdZ:ClZ:RoZ:TtZ"
"El=2|Fd=5|Ro=6|Tp=15|Tt=15",1,86.09,45,95.6,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=5|Fd=3|Ro=1|Tp=15|Tt=3",0,86.24,45,95.6,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"Cl=1|El=2|Fd=5|Ro=6|Tt=15",1,86.01,45,95.6,0.0000,"IV:ElZ:FdZ:ClZ:RoZ:TtZ"
"El=2|Fd=3|Ro=4|Tp=15|Tt=15",1,88.16,44,90.9,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"Cl=1|El=2|Fd=3|Ro=4|Tt=15",1,89.73,44,90.9,0.0000,"IV:ElZ:FdZ:ClZ:RoZ:TtZ"
"Cl=1|El=5|Fd=6|Ro=6|Tt=11",0,92.51,44,95.5,0.0000,"IV:ElZ:FdZ:ClZ:RoZ:TtZ"
"Cl=1|El=5|Fd=1|Ro=1|Tt=3",0,89.56,39,100.0,0.0000,"IV:ElZ:FdZ:ClZ:RoZ:TtZ"
"El=5|Fd=1|Ro=1|Tp=15|Tt=3",0,91.98,35,100.0,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"Cl=3|El=5|Fd=1|Ro=1|Tt=3",0,86.43,35,100.0,0.0000,"IV:ElZ:FdZ:ClZ:RoZ:TtZ"
"El=2|Ro=3|Tt=9",1,89.74,33,97.0,0.0000,"IV:ElZ:RoZ:TtZ"
"Dc=7|El=5|Fd=2|Ro=6|Tt=11",0,94.06,32,93.8,0.0000,"IV:ElZ:FdZ:DcZ:RoZ:TtZ"
"Dc=7|El=5|Fd=4|Ro=4|Tt=11",0,87.50,32,93.8,0.0000,"IV:ElZ:FdZ:DcZ:RoZ:TtZ"
"Cl=1|El=5|Fd=1|Ro=6|Tt=11",0,95.74,32,96.9,0.0000,"IV:ElZ:FdZ:ClZ:RoZ:TtZ"
"Cl=1|El=5|Fd=4|Ro=4|Tt=11",0,87.83,32,93.8,0.0000,"IV:ElZ:FdZ:ClZ:RoZ:TtZ"
"Cl=3|El=2|Ro=1",1,88.74,31,96.8,0.0000,"IV:ElZ:ClZ:RoZ"
"Dc=7|El=2|Fd=6|Ro=1|Tt=3",1,90.11,30,96.7,0.0000,"IV:ElZ:FdZ:DcZ:RoZ:TtZ"
"Cl=1|El=5|Ro=2",0,97.87,29,100.0,0.0000,"IV:ElZ:ClZ:RoZ"
"Dc=7|El=1|Fd=5|Ro=6|Tt=15",1,92.90,29,100.0,0.0000,"IV:ElZ:FdZ:DcZ:RoZ:TtZ"
"Cl=1|El=5|Ro=2|Tt=4",0,98.14,29,100.0,0.0000,"IV:ElZ:ClZ:RoZ:TtZ"
"El=5|Ro=2|Tt=4",0,98.09,29,100.0,0.0000,"IV:ElZ:RoZ:TtZ"
"Cl=4|El=1|Ro=6",1,88.87,27,96.3,0.0000,"IV:ElZ:ClZ:RoZ"
"El=1|Tp=10|Tt=15",1,95.68,26,96.2,0.0000,"IV:ElZ:TpZ:TtZ"
"El=4|Tp=9|Tt=11",0,90.47,26,92.3,0.0000,"IV:ElZ:TpZ:TtZ"
"El=4|Ro=6|Tp=9|Tt=11",0,90.59,26,92.3,0.0000,"IV:ElZ:TpZ:RoZ:TtZ"
"Dc=7|El=1|Fd=6|Ro=6|Tt=15",1,93.02,26,96.2,0.0000,"IV:ElZ:FdZ:DcZ:RoZ:TtZ"
"Cl=1|El=2|Fd=6|Ro=1|Tt=3",1,88.91,26,96.2,0.0000,"IV:ElZ:FdZ:ClZ:RoZ:TtZ"
"El=1|Fd=5|Ro=6|Tp=15|Tt=15",1,91.73,25,100.0,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=2|Tp=15|Tt=9",1,88.17,25,96.0,0.0000,"IV:ElZ:TpZ:TtZ"
"El=2|Ro=3|Tp=15|Tt=9",1,88.90,25,96.0,0.0000,"IV:ElZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Fd=5|Ro=6|Tt=7",0,85.52,25,100.0,0.0040,"IV:ElZ:FdZ:DcZ:RoZ:TtZ"
"Dc=4|El=5|Fd=6|Ro=1|Tt=3",0,98.38,25,100.0,0.0000,"IV:ElZ:FdZ:DcZ:RoZ:TtZ"
"Cl=1|El=1|Fd=5|Ro=6|Tt=15",1,91.98,25,100.0,0.0000,"IV:ElZ:FdZ:ClZ:RoZ:TtZ"
"Cl=1|El=2|Ro=3|Tt=9",1,89.04,25,96.0,0.0000,"IV:ElZ:ClZ:RoZ:TtZ"
"El=1|Fd=4|Ro=6|Tp=15|Tt=15",1,92.91,24,100.0,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=1|Fd=6|Ro=6|Tp=15|Tt=15",1,91.83,24,95.8,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"Cl=1|El=1|Fd=6|Ro=6|Tt=15",1,92.02,24,95.8,0.0000,"IV:ElZ:FdZ:ClZ:RoZ:TtZ"
"Dc=7|El=5|Fd=3|Ro=6|Tt=7",0,85.23,23,91.3,0.0060,"IV:ElZ:FdZ:DcZ:RoZ:TtZ"
"El=2|Fd=6|Ro=1|Tp=15|Tt=3",1,87.96,22,95.5,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=5|Fd=1|Ro=6|Tp=10|Tt=11",0,94.40,22,95.5,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=5|Fd=3|Ro=4|Tp=10|Tt=11",0,88.41,22,90.9,0.0030,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=5|Fd=4|Ro=4|Tp=10|Tt=11",0,86.55,22,95.5,0.0050,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=1|Tp=7|Tt=11",1,85.75,22,90.9,0.0000,"IV:ElZ:TpZ:TtZ"
"El=1|Ro=6|Tp=7|Tt=11",1,88.34,22,90.9,0.0000,"IV:ElZ:TpZ:RoZ:TtZ"
"El=1|Ro=4|Tp=15|Tt=15",1,92.89,22,100.0,0.0000,"IV:ElZ:TpZ:RoZ:TtZ"
"Cl=1|El=1|Ro=4",1,93.75,22,100.0,0.0000,"IV:ElZ:ClZ:RoZ"
"Cl=3|El=1|Ro=4",1,92.83,22,95.5,0.0000,"IV:ElZ:ClZ:RoZ"
"Cl=4|El=2|Ro=4",1,86.06,22,90.9,0.0000,"IV:ElZ:ClZ:RoZ"
"Dc=7|El=2|Fd=5|Ro=4|Tt=15",1,90.28,22,90.9,0.0000,"IV:ElZ:FdZ:DcZ:RoZ:TtZ"
"Cl=1|El=5|Fd=3|Ro=6|Tt=7",0,85.20,22,90.9,0.0080,"IV:ElZ:FdZ:ClZ:RoZ:TtZ"
"Cl=1|El=5|Fd=5|Ro=6|Tt=7",0,85.50,22,100.0,0.0070,"IV:ElZ:FdZ:ClZ:RoZ:TtZ"
"Cl=1|El=1|Ro=4|Tt=15",1,94.11,22,100.0,0.0000,"IV:ElZ:ClZ:RoZ:TtZ"
"Cl=3|El=1|Ro=4|Tt=15",1,95.35,22,95.5,0.0000,"IV:ElZ:ClZ:RoZ:TtZ"
"El=5|Fd=5|Ro=4|Tp=10|Tt=11",0,88.37,21,90.5,0.0040,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=5|Fd=6|Ro=6|Tp=15|Tt=11",0,94.67,21,95.2,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"Dc=7|El=1|Fd=4|Ro=6|Tt=15",1,94.22,21,95.2,0.0000,"IV:ElZ:FdZ:DcZ:RoZ:TtZ"
"Cl=4|El=2|Ro=4|Tt=15",1,89.60,21,90.5,0.0000,"IV:ElZ:ClZ:RoZ:TtZ"
"El=5|Fd=1|Ro=1|Tp=9|Tt=3",0,95.85,20,100.0,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"Dc=7|El=5|Fd=2|Ro=6|Tt=7",0,88.41,20,95.0,0.0050,"IV:ElZ:FdZ:DcZ:RoZ:TtZ"
"Cl=1|El=1|Fd=4|Ro=6|Tt=15",1,93.43,20,100.0,0.0000,"IV:ElZ:FdZ:ClZ:RoZ:TtZ"
"Cl=1|El=5|Fd=2|Ro=6|Tt=7",0,88.43,20,95.0,0.0050,"IV:ElZ:FdZ:ClZ:RoZ:TtZ"
