iv_states,predicted_dv,confidence,frequency,accuracy,p_margin,source_model
"Cl=3|El=1|Sl=1|Tg=24|Tt=10",0,100.00,24,100.0,0.0000,"IV:ElTtZ:SlZ:ClZ:TgZ"
"El=2|Sl=3|Tg=14|Tt=5",1,86.45,24,91.7,0.0080,"IV:ElTtZ:SlZ:TgZ"
"El=1|Lc=9|Sl=3|Tb=2|Tt=10",1,91.80,24,91.7,0.0010,"IV:ElZ:SlZ:LcZ:TbZ:TtZ"
"El=1|Lc=9|Sl=3|Tg=14|Tt=10",1,92.84,24,91.7,0.0010,"IV:ElZ:SlZ:LcZ:TgZ:TtZ"
"Cl=3|El=1|Tg=24|Tt=10",0,100.00,24,100.0,0.0000,"IV:ElZ:ClZ:TgZ:TtZ"
"Cl=3|El=2|Sl=2|Tg=14|Tt=9",1,86.66,23,95.7,0.0090,"IV:ElTtZ:SlZ:ClZ:TgZ"
"Cl=3|El=2|Sl=2|Tb=2|Tt=9",1,88.84,23,95.7,0.0040,"IV:ElTtZ:SlZ:ClZ:TbZ"
"Cl=3|El=5|Tg=6|Tt=12",0,87.66,23,100.0,0.0000,"IV:ElZ:ClZ:TgZ:TtZ"
"Cl=3|El=1|Sl=1|Tg=6|Tt=1",1,87.39,22,95.5,0.0080,"IV:ElTtZ:SlZ:ClZ:TgZ"
"Cl=3|El=1|Sl=1|Tg=22|Tt=16",1,85.31,22,90.9,0.0150,"IV:ElTtZ:SlZ:ClZ:TgZ"
"El=1|Sl=1|Tg=22|Tt=16",1,85.31,22,90.9,0.0150,"IV:ElTtZ:SlZ:TgZ"
"El=5|Sd=2|Sl=1|Tb=2|Tt=5",0,89.61,22,95.5,0.0000,"IV:ElTtZ:SlZ:SdZ:TbZ"
"Cl=3|El=1|Sl=1|Tb=1|Tt=1",1,87.22,22,95.5,0.0090,"IV:ElTtZ:SlZ:ClZ:TbZ"
"El=1|Lc=8|Sl=1|Tb=4|Tt=1",1,88.02,22,95.5,0.0070,"IV:ElTtZ:SlZ:LcZ:TbZ"
"El=1|Tb=2|Tt=16",1,93.96,22,95.5,0.0010,"IV:ElTtZ:TbZ"
"Cl=1|El=1|Sl=4|Tg=14|Tt=10",1,86.91,21,100.0,0.0120,"IV:ElTtZ:SlZ:ClZ:TgZ"
"Cl=4|El=5|Sl=1|Tg=19|Tt=5",0,91.82,21,90.5,0.0000,"IV:ElTtZ:SlZ:ClZ:TgZ"
"El=2|Sd=4|Sl=2|Tb=1|Tt=1",1,86.43,21,100.0,0.0130,"IV:ElTtZ:SlZ:SdZ:TbZ"
"El=1|Lc=8|Sd=2|Sl=1|Tb=1|Tt=1",1,85.84,21,95.2,0.0150,"IV:ElTtZ:SlZ:SdZ:LcZ:TbZ"
"Cl=4|El=5|Sl=1|Tb=2|Tt=5",0,92.42,21,90.5,0.0000,"IV:ElTtZ:SlZ:ClZ:TbZ"
"El=2|Lc=8|Sl=2|Tb=2|Tt=9",1,88.38,21,90.5,0.0080,"IV:ElTtZ:SlZ:LcZ:TbZ"
"Cl=4|El=5|Tg=20|Tt=12",0,86.73,21,95.2,0.0000,"IV:ElZ:ClZ:TgZ:TtZ"
"El=5|Tg=6|Tt=5",0,87.08,21,90.5,0.0000,"IV:ElZ:TgZ:TtZ"
"El=1|Lc=8|Sl=1|Tb=4|Tp=2|Tt=1",1,89.18,20,100.0,0.0070,"IV:ElTtZ:SlZ:LcZ:TbZ:TpZ"
"El=5|Sd=5|Sl=2|Tb=2|Tt=5",0,86.69,20,90.0,0.0000,"IV:ElTtZ:SlZ:SdZ:TbZ"
"Cl=1|El=2|Sl=3|Tb=2|Tt=10",1,87.04,20,95.0,0.0130,"IV:ElTtZ:SlZ:ClZ:TbZ"
"El=1|Lc=9|Tg=22|Tt=16",1,85.62,20,100.0,0.0190,"IV:ElZ:LcZ:TgZ:TtZ"
"El=3|Lc=9|Sl=3|Tb=2|Tt=10",1,88.71,20,95.0,0.0080,"IV:ElTtZ:SlZ:LcZ:TbZ"
