elev_bin, 6,1,Elev
LARGE_FIRE, 2,2,Z
:no-frequency
:data
400512725	2019	0.10	A	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	5	Columbia_Plateau	B	Summer	midlow	0
400631304	2020	564.00	E	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Fall	midhigh	1
400223074	2017	386.00	E	22	22	22	22	22	22	22	22	22	22	22	81	22	22	81	22	22	81	22	22	81	5	Columbia_Plateau	B	Summer	midlow	1
400003382	2016	0.80	B	22	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	5	Columbia_Plateau	B	Summer	low	0
400156458	2017	15.20	C	71	71	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	mid	1
400030002	2017	52.10	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Fall	midlow	1
400313694	2018	3319.00	F	71	52	71	71	52	71	71	52	71	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Fall	midlow	1
400026570	2017	0.10	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Fall	midlow	0
400631296	2020	250.00	D	42	42	42	42	42	42	42	42	42	52	42	42	52	52	42	52	52	42	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
400050260	2016	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Fall	midhigh	0
400574372	2020	2.00	B	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	31	North_Central_California_Footh	B	Fall	low	0
400102435	2016	18.00	C	22	21	42	22	21	42	22	21	42	22	21	42	22	21	42	22	21	42	22	21	42	31	North_Central_California_Footh	B	Summer	low	1
400506459	2019	76825.00	G	23	52	52	31	52	52	31	52	52	31	52	52	31	52	52	31	52	52	31	52	52	31	North_Central_California_Footh	B	Fall	mid	1
400081843	2016	0.51	B	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	31	North_Central_California_Footh	B	Fall	low	0
400149785	2017	100.00	D	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
400026405	2016	74.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Spring	low	1
300220903	2015	0.25	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400512722	2019	1.50	B	22	22	22	22	22	22	22	22	22	22	82	82	22	82	82	22	82	82	22	82	82	5	Columbia_Plateau	B	Summer	low	0
400329565	2018	0.23	A	21	21	22	21	21	22	21	21	21	21	21	42	21	21	42	21	21	42	21	21	42	31	North_Central_California_Footh	B	Summer	low	0
400029958	2017	1.00	B	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	low	0
400342499	2018	14.00	C	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Spring	low	1
400371444	2018	87.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400631111	2020	5981.00	G	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400616078	2020	10.00	C	23	23	23	23	23	23	23	23	23	23	23	23	23	22	23	23	22	23	23	22	22	31	North_Central_California_Footh	B	Summer	low	1
400003377	2016	0.10	A	23	11	11	23	11	11	23	11	11	23	11	11	23	11	11	23	11	11	23	11	11	5	Columbia_Plateau	B	Summer	low	0
400544646	2019	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	high	0
400313651	2018	3.00	B	22	52	71	22	52	71	22	52	71	22	52	71	22	52	71	22	52	71	22	52	71	5	Columbia_Plateau	B	Summer	midlow	0
400029920	2017	40.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	low	1
400332062	2018	10.00	C	22	21	21	22	21	21	22	21	21	22	21	21	22	21	21	22	21	21	22	21	21	31	North_Central_California_Footh	B	Summer	low	1
300217335	2015	0.10	A	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	5	Columbia_Plateau	B	Summer	low	0
400577156	2020	0.33	B	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	0
300217285	2015	554.00	E	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400631122	2020	0.10	A	71	52	52	71	42	42	71	42	42	71	42	42	71	42	42	71	42	42	71	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
300217225	2015	763.70	E	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	mid	1
400029861	2016	1.00	B	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400629623	2020	1837.00	F	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	low	1
400582064	2020	19.00	C	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	31	North_Central_California_Footh	B	Spring	midlow	1
400016505	2017	2.50	B	21	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	low	0
300347992	2015	24.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	mid	1
300273806	2015	0.10	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Fall	low	0
400029746	2016	0.20	A	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Spring	low	0
400631373	2020	313.00	E	71	71	71	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	1
400521107	2019	6.28	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	0
400313585	2018	13.00	C	52	52	82	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Spring	low	1
300209126	2015	25156.00	G	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
400554363	2019	4000.00	F	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
300275158	2015	5.50	B	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Fall	mid	0
400029796	2016	0.10	A	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400512696	2019	0.10	A	52	82	82	52	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400313505	2018	47.50	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	71	71	52	5	Columbia_Plateau	B	Summer	mid	1
400313610	2018	6.00	B	22	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	0
400016404	2016	24.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
400105063	2016	1.00	B	71	71	71	52	52	52	52	52	52	52	52	52	52	52	52	52	71	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	0
400104352	2016	0.02	A	22	52	52	22	52	52	21	42	52	21	42	42	21	42	42	21	42	42	21	42	42	31	North_Central_California_Footh	B	Summer	midlow	0
400099884	2016	0.01	A	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	31	North_Central_California_Footh	B	Spring	low	0
400092888	2016	0.25	A	21	23	42	52	23	42	52	52	42	52	52	42	52	52	42	52	52	42	52	52	42	5	Columbia_Plateau	B	Summer	mid	0
400029726	2017	0.10	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	0
300246081	2015	1.27	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	0
300308036	2015	2.00	B	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Fall	low	0
400147545	2017	15.00	C	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	5	Columbia_Plateau	B	Summer	mid	1
400631368	2020	0.25	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Spring	midlow	0
300209128	2015	69363.00	G	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	mid	1
400303146	2018	52.00	C	22	23	71	22	23	71	22	23	71	22	23	71	22	23	71	22	23	71	22	23	71	5	Columbia_Plateau	B	Summer	low	1
400511519	2019	2100.00	F	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400148796	2017	0.05	A	21	42	42	21	42	42	21	42	42	21	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	0
400612019	2020	40.00	C	71	71	71	71	71	71	71	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Fall	low	1
400512734	2019	0.30	B	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	low	0
300325731	2015	0.20	A	22	71	71	22	71	71	21	71	52	21	71	52	21	71	52	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	midlow	0
400313502	2018	214.60	D	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Spring	midlow	1
400342424	2018	0.50	B	21	71	71	21	52	52	21	71	71	21	71	71	21	71	52	21	71	71	21	71	71	31	North_Central_California_Footh	B	Spring	low	0
300287137	2015	0.10	A	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Spring	midlow	0
400126877	2017	21.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	21	52	52	21	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
400313532	2018	717.00	E	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	low	1
300209654	2015	18.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	low	1
400506452	2019	2512.00	F	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	1
400148580	2017	8.50	B	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	5	Columbia_Plateau	B	Summer	midlow	0
400541453	2019	180.00	D	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400531953	2019	0.10	A	23	23	23	23	23	23	23	23	23	23	23	23	21	21	71	52	42	71	52	42	71	31	North_Central_California_Footh	B	Fall	low	0
400629622	2020	5000.00	G	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
400057611	2016	2.29	B	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Spring	mid	0
400564911	2019	4.50	B	22	22	21	22	22	21	22	22	21	22	22	21	22	22	21	22	22	21	22	22	21	31	North_Central_California_Footh	B	Spring	midlow	0
400156868	2017	13.34	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Fall	low	1
300244099	2015	0.01	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	31	North_Central_California_Footh	B	Spring	low	0
400503256	2019	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Fall	mid	0
400369678	2018	135.00	D	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	5	Columbia_Plateau	B	Summer	mid	1
400584436	2020	16.60	C	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	31	North_Central_California_Footh	B	Spring	midlow	1
400631367	2020	0.10	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Spring	low	0
400608389	2020	0.01	A	71	71	71	52	71	71	52	52	52	52	52	52	52	52	52	52	52	52	52	71	71	31	North_Central_California_Footh	B	Summer	midlow	0
400313697	2018	0.50	B	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	5	Columbia_Plateau	B	Fall	midlow	0
400389848	2018	12765.00	G	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Fall	midlow	1
400029842	2016	0.10	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	52	71	71	5	Columbia_Plateau	B	Summer	midlow	0
400632904	2019	225.00	D	21	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
400512634	2019	131.30	D	95	95	95	95	95	95	95	95	95	95	95	95	95	95	11	95	95	11	95	95	95	5	Columbia_Plateau	B	Spring	midlow	1
400512526	2019	25.70	C	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Spring	low	1
400029696	2017	8729.00	G	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400631216	2020	0.30	B	71	71	82	71	21	82	71	82	82	71	82	82	71	82	82	82	82	82	71	82	82	5	Columbia_Plateau	B	Fall	mid	0
300307756	2015	0.01	A	22	52	71	22	52	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	31	North_Central_California_Footh	B	Summer	low	0
400629620	2020	112.00	D	21	71	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	31	North_Central_California_Footh	B	Spring	midlow	1
300269643	2015	0.50	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	0
400514791	2019	19.28	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Fall	mid	1
300217302	2015	35.00	C	71	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	82	82	82	5	Columbia_Plateau	B	Summer	midlow	1
400356432	2018	0.01	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	52	71	71	52	71	31	North_Central_California_Footh	B	Summer	low	0
400507579	2019	8838.00	G	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Fall	mid	1
400026571	2017	1200.00	F	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Fall	midlow	1
400535075	2019	63.00	C	90	71	71	90	71	71	90	71	71	90	71	71	90	71	71	90	71	71	90	71	71	31	North_Central_California_Footh	B	Fall	low	1
400564520	2019	6515.00	G	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400518290	2019	0.59	B	22	22	21	22	22	71	22	22	71	22	22	71	22	22	71	22	22	71	22	22	71	31	North_Central_California_Footh	B	Fall	low	0
400512525	2019	111.00	D	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Spring	midlow	1
400597437	2020	1.00	B	71	71	71	71	71	71	21	71	71	21	71	71	21	71	71	21	71	71	81	71	71	31	North_Central_California_Footh	B	Fall	low	0
400158880	2017	10.01	C	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	23	82	22	23	82	31	North_Central_California_Footh	B	Summer	low	1
400158872	2017	0.01	A	24	23	23	24	23	23	24	23	23	24	23	23	24	23	23	24	23	23	24	23	23	31	North_Central_California_Footh	B	Summer	low	0
400371225	2018	0.01	A	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	90	22	23	90	22	31	North_Central_California_Footh	B	Summer	low	0
400313643	2018	10.00	C	82	82	82	82	82	82	95	82	82	95	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	1
300202928	2015	0.10	A	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	5	Columbia_Plateau	B	Fall	midhigh	0
400029841	2016	1100.00	F	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400581972	2020	0.10	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	71	71	52	31	North_Central_California_Footh	B	Summer	midlow	0
300306590	2015	0.01	A	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	31	North_Central_California_Footh	B	Summer	low	0
400368569	2018	0.25	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	0
400332063	2018	0.50	B	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	low	0
400325824	2018	25.59	C	22	23	11	22	23	11	22	23	11	22	23	11	22	23	11	22	23	11	22	23	11	5	Columbia_Plateau	B	Summer	low	1
400513433	2019	41748.00	G	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400029769	2016	0.30	B	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400564690	2019	0.10	A	52	52	42	71	42	42	71	42	42	71	42	42	71	42	42	71	42	42	71	42	42	5	Columbia_Plateau	B	Summer	mid	0
300245538	2015	14.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Spring	low	1
400611300	2020	0.10	A	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	5	Columbia_Plateau	B	Summer	mid	0
400538060	2019	1.50	B	42	42	52	42	42	52	42	52	52	42	52	52	42	52	52	42	42	52	42	52	52	5	Columbia_Plateau	B	Spring	midlow	0
400146641	2017	120.00	D	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400368558	2018	10.07	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	1
400313645	2018	10.00	C	11	11	95	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	5	Columbia_Plateau	B	Summer	midlow	1
400313529	2018	206.90	D	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	71	22	52	71	5	Columbia_Plateau	B	Summer	mid	1
400378128	2018	0.10	A	21	22	22	21	22	22	21	22	22	21	22	22	21	22	22	21	22	22	21	22	22	31	North_Central_California_Footh	B	Summer	midlow	0
400029819	2016	0.10	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	0
300217294	2015	0.30	B	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	midlow	0
400382476	2018	23.25	C	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	low	1
400512737	2019	0.20	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	52	52	71	52	5	Columbia_Plateau	B	Summer	midlow	0
400031182	2016	171915.00	G	71	71	71	52	71	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
400313584	2018	2.00	B	23	52	52	23	52	52	23	52	52	23	52	52	23	52	52	23	52	52	23	52	52	5	Columbia_Plateau	B	Spring	midlow	0
400102943	2016	76.00	C	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	31	North_Central_California_Footh	B	Summer	low	1
400373153	2018	6.00	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Fall	mid	0
300215428	2015	3024.00	F	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
300307364	2015	10.30	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
400387787	2018	0.01	A	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	31	North_Central_California_Footh	B	Spring	low	0
400156714	2017	18.20	C	21	71	71	21	71	71	21	71	71	21	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	1
400029968	2017	60.00	C	95	11	82	95	11	95	95	95	95	95	95	95	95	11	95	95	95	95	95	95	95	5	Columbia_Plateau	B	Summer	midlow	1
400333028	2018	0.10	A	52	52	42	52	52	42	52	52	42	52	52	42	52	52	42	52	52	42	52	52	42	5	Columbia_Plateau	B	Summer	mid	0
400631285	2020	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	0
400371214	2018	70.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
400589708	2020	3.00	B	42	52	52	42	52	52	42	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Fall	low	0
400532039	2019	0.90	B	23	23	23	23	23	22	23	23	23	23	23	23	23	23	21	23	90	21	23	90	90	31	North_Central_California_Footh	B	Fall	low	0
400029911	2017	0.10	A	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	5	Columbia_Plateau	B	Summer	midlow	0
400513738	2020	32.10	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	71	52	52	5	Columbia_Plateau	B	Summer	low	1
400631591	2020	15.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
300217339	2015	0.10	A	22	22	22	22	22	22	22	22	22	22	22	82	22	22	22	22	22	22	22	22	22	5	Columbia_Plateau	B	Summer	midlow	0
400029927	2017	22.00	C	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400029890	2017	0.10	A	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Spring	midlow	0
400029826	2016	79.50	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400307064	2018	48920.00	G	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	low	1
400584577	2020	18.00	C	21	22	22	21	22	22	21	22	22	21	22	22	21	22	22	21	22	22	21	22	22	31	North_Central_California_Footh	B	Summer	low	1
400139371	2017	15.71	C	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	31	North_Central_California_Footh	B	Fall	midlow	1
400126688	2017	0.20	A	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	5	Columbia_Plateau	B	Spring	mid	0
400373269	2018	13.30	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	52	5	Columbia_Plateau	B	Fall	mid	1
400313621	2018	0.80	B	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400029739	2016	0.20	A	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	5	Columbia_Plateau	B	Spring	midlow	0
400356816	2018	0.25	A	23	22	22	23	22	22	23	22	22	23	22	22	23	22	22	23	22	22	23	22	22	31	North_Central_California_Footh	B	Summer	low	0
400623581	2020	20.00	C	23	22	23	23	22	23	23	22	23	22	22	23	22	22	23	22	22	23	22	22	23	31	North_Central_California_Footh	B	Summer	low	1
400313580	2018	0.50	B	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Spring	low	0
400382683	2018	20.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	low	1
400045689	2016	0.18	A	22	22	71	22	22	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	31	North_Central_California_Footh	B	Fall	low	0
300335741	2015	1.41	B	21	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Spring	midlow	0
300308459	2015	0.01	A	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	31	North_Central_California_Footh	B	Fall	low	0
400631084	2020	0.10	A	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	5	Columbia_Plateau	B	Fall	mid	0
400574671	2020	0.10	A	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	31	North_Central_California_Footh	B	Summer	low	0
400029795	2016	0.10	A	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	5	Columbia_Plateau	B	Summer	midlow	0
400029698	2017	300.00	E	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400313655	2018	656.00	E	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	5	Columbia_Plateau	B	Summer	midlow	1
300307003	2015	1.50	B	22	52	52	22	52	52	22	52	52	22	52	52	22	52	42	22	52	42	22	52	42	31	North_Central_California_Footh	B	Summer	midlow	0
400313647	2018	656.00	E	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	5	Columbia_Plateau	B	Summer	midlow	1
