elev_bin, 6,1,Elev
LARGE_FIRE, 2,2,Z
:no-frequency
:data
400333391	2018	0.10	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Fall	high	0
400578228	2020	13.00	C	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	31	North_Central_California_Footh	B	Fall	midlow	1
300343294	2015	0.10	A	71	71	52	21	71	52	21	71	52	21	71	52	21	71	52	21	71	52	21	71	52	31	North_Central_California_Footh	B	Fall	low	0
300272878	2015	60.00	C	52	52	42	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
300288035	2015	0.50	B	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	0
400029716	2017	244.10	D	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	low	1
400302070	2018	56.00	C	71	71	71	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	5	Columbia_Plateau	B	Fall	mid	1
400029689	2016	3888.30	F	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400313528	2018	908.60	E	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	low	1
400569651	2020	100.00	D	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
300315983	2015	109.00	D	71	71	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Fall	midlow	1
400630444	2020	0.10	A	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	5	Columbia_Plateau	B	Summer	mid	0
400584757	2020	9330.00	G	52	52	52	52	52	82	52	52	82	52	52	82	52	52	82	52	52	82	52	52	82	5	Columbia_Plateau	B	Summer	mid	1
400512644	2019	62.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400511472	2019	1107.00	F	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400356857	2018	0.39	B	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midlow	0
400029663	2016	21.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	low	1
400029801	2016	0.10	A	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	0
300306160	2015	0.14	A	22	21	21	22	21	21	22	21	21	22	21	21	22	21	21	22	21	21	22	21	21	31	North_Central_California_Footh	B	Summer	low	0
400059248	2016	1.02	B	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Spring	mid	0
400512640	2019	0.80	B	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	low	0
400081836	2016	1.00	B	23	24	23	23	24	23	23	24	23	23	24	23	23	24	23	23	24	23	23	21	22	31	North_Central_California_Footh	B	Fall	low	0
400313657	2018	22.00	C	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	5	Columbia_Plateau	B	Summer	midlow	1
300215435	2015	1100.00	F	71	71	71	52	71	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Fall	midlow	1
400512697	2019	15.00	C	22	52	52	22	52	52	52	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400604705	2020	5.00	B	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	71	71	52	31	North_Central_California_Footh	B	Summer	midlow	0
400029705	2017	634.30	E	71	71	71	71	71	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
400554960	2019	0.01	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	71	71	71	31	North_Central_California_Footh	B	Summer	mid	0
400029858	2016	1.00	B	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	low	0
400623739	2020	0.40	B	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	31	North_Central_California_Footh	B	Spring	low	0
400313679	2018	5500.00	G	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400512756	2019	0.10	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	0
400008198	2017	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400149001	2017	100.00	D	21	52	71	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	31	North_Central_California_Footh	B	Summer	low	1
400005526	2016	74.00	C	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	1
400512658	2019	1456.00	F	71	71	71	71	71	71	71	71	71	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
400631021	2020	100.00	D	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400507584	2019	2534.00	F	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Fall	midlow	1
400373027	2018	0.75	B	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Fall	low	0
300217338	2015	15.00	C	22	21	22	22	21	22	22	21	22	21	21	21	21	21	21	21	52	52	52	52	52	5	Columbia_Plateau	B	Summer	low	1
400031662	2017	20.50	C	82	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	low	1
400035015	2016	14.50	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400089731	2016	0.50	B	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	31	North_Central_California_Footh	B	Summer	mid	0
400092965	2016	0.21	A	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	5	Columbia_Plateau	B	Fall	midlow	0
400029912	2017	0.10	A	22	71	71	22	71	71	22	71	71	22	52	71	22	52	71	22	52	52	22	71	71	5	Columbia_Plateau	B	Summer	midlow	0
400548029	2019	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	0
400026511	2017	400.00	E	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400148160	2017	0.53	B	71	42	42	71	42	42	71	42	42	71	42	42	71	42	42	71	42	42	71	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400031538	2017	387.40	E	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	1
400089220	2016	55.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400015797	2016	3929.00	F	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	midlow	1
400029674	2016	96.20	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
400585809	2020	2.00	B	22	22	21	22	22	21	22	22	21	22	22	21	22	22	21	22	22	21	22	22	21	31	North_Central_California_Footh	B	Spring	low	0
400623479	2020	10.00	C	23	22	22	23	22	22	23	22	22	23	22	23	23	22	23	23	22	23	23	22	21	31	North_Central_California_Footh	B	Summer	low	1
300307477	2015	24.65	C	21	52	52	21	52	52	21	52	52	21	42	52	21	42	52	21	42	52	21	42	52	31	North_Central_California_Footh	B	Summer	mid	1
400049372	2016	0.10	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	0
400369020	2018	1780.00	F	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	81	5	Columbia_Plateau	B	Summer	midlow	1
400629613	2020	560.00	E	52	52	52	52	52	52	52	52	52	21	52	52	21	52	52	21	52	52	21	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
400043024	2016	0.25	A	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	31	North_Central_California_Footh	B	Fall	low	0
400597344	2020	6.00	B	21	42	42	21	42	42	21	42	42	21	42	42	21	42	42	21	42	42	21	42	42	31	North_Central_California_Footh	B	Summer	midlow	0
400116541	2017	0.24	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	0
400512710	2019	0.10	A	42	42	42	22	42	42	22	42	42	22	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400029844	2016	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	0
400615013	2020	4.66	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Spring	mid	0
400630455	2020	2967.00	F	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400158245	2017	20.00	C	82	82	71	82	82	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Fall	low	1
400313612	2018	0.30	B	22	22	22	22	22	22	22	22	23	23	22	23	23	22	23	23	22	23	23	22	22	5	Columbia_Plateau	B	Summer	midlow	0
400313527	2018	71209.00	G	22	71	52	52	52	52	52	52	52	52	52	52	22	52	52	22	81	52	22	22	71	5	Columbia_Plateau	B	Summer	mid	1
400512753	2019	1000.00	F	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	1
300217214	2015	0.10	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Winter	midlow	0
400586048	2020	0.01	A	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	71	71	21	71	31	North_Central_California_Footh	B	Summer	low	0
400139373	2017	0.01	A	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	31	North_Central_California_Footh	B	Winter	low	0
400313606	2018	5.00	B	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	5	Columbia_Plateau	B	Summer	midlow	0
400026505	2017	275.00	D	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	21	71	71	52	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400029700	2017	200.00	D	71	71	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	5	Columbia_Plateau	B	Summer	mid	1
400531467	2019	0.01	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Spring	low	0
300217309	2015	0.10	A	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	5	Columbia_Plateau	B	Summer	midlow	0
400554627	2019	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Fall	midlow	0
400593615	2020	1.00	B	22	90	95	22	90	95	22	90	95	22	90	95	22	90	95	22	90	95	22	90	95	31	North_Central_California_Footh	B	Spring	low	0
400029803	2016	0.10	A	22	22	22	21	22	22	21	22	22	21	22	22	21	22	22	81	22	22	81	22	22	5	Columbia_Plateau	B	Summer	midlow	0
400554594	2019	2.50	B	22	42	42	22	42	42	22	42	42	22	42	42	22	42	42	22	42	42	22	42	42	5	Columbia_Plateau	B	Spring	mid	0
400631380	2020	13.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Spring	mid	1
300307047	2015	0.01	A	21	71	71	21	71	52	21	71	52	21	71	52	21	71	52	21	52	52	21	52	52	31	North_Central_California_Footh	B	Summer	mid	0
400029876	2016	1.00	B	82	82	22	82	82	22	82	82	82	82	82	82	82	82	82	82	82	82	81	82	82	5	Columbia_Plateau	B	Fall	midlow	0
300313167	2015	21.70	C	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
400060101	2016	0.10	A	42	71	71	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midlow	0
400015796	2016	5731.00	G	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
300338214	2015	5.00	B	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	0
400147611	2017	10.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400029972	2017	0.10	A	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	low	0
400303153	2018	65.00	C	21	21	95	21	21	95	21	21	95	21	21	95	21	21	95	21	22	95	21	22	95	5	Columbia_Plateau	B	Summer	low	1
400505312	2019	10.00	C	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	high	1
400029854	2016	6500.00	G	71	52	52	71	52	52	71	52	52	71	82	82	71	52	52	71	52	52	71	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400312230	2018	25.00	C	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	5	Columbia_Plateau	B	Summer	mid	1
400059370	2016	24.30	C	23	23	22	23	23	52	23	23	52	23	23	52	23	52	52	23	52	52	23	52	52	5	Columbia_Plateau	B	Spring	low	1
300243375	2015	0.01	A	21	22	52	21	22	52	21	22	52	21	22	52	21	22	52	21	22	71	21	22	71	5	Columbia_Plateau	B	Spring	low	0
400031196	2016	1141.20	F	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	low	1
400313700	2018	41.00	C	71	71	71	71	71	71	71	71	71	71	71	71	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Fall	midhigh	1
400029749	2016	0.10	A	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	5	Columbia_Plateau	B	Spring	midlow	0
400003386	2016	83.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	low	1
400504663	2019	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	0
300202918	2015	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400157972	2017	100.00	D	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	31	North_Central_California_Footh	B	Fall	midlow	1
400029811	2016	54.20	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
300306941	2015	0.01	A	22	71	52	22	71	52	22	71	52	22	71	52	22	71	52	22	71	52	22	71	52	31	North_Central_California_Footh	B	Fall	midlow	0
400528133	2019	1.46	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Fall	mid	0
300273324	2015	113.00	D	71	42	71	71	42	71	71	42	71	71	42	71	71	42	71	71	42	71	71	52	71	5	Columbia_Plateau	B	Summer	mid	1
400113962	2017	3.00	B	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	31	North_Central_California_Footh	B	Summer	midlow	0
400060377	2016	31.00	C	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	82	82	5	Columbia_Plateau	B	Summer	mid	1
400009865	2017	92.00	C	23	11	11	23	11	11	23	11	11	23	11	11	23	11	11	23	11	11	23	11	11	5	Columbia_Plateau	B	Summer	low	1
400313531	2018	8.30	B	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	0
400534650	2019	0.58	B	52	42	42	52	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	0
400149289	2017	0.10	A	23	71	71	23	71	71	23	71	71	23	71	71	23	71	71	23	71	71	23	71	71	5	Columbia_Plateau	B	Fall	low	0
400153788	2017	10.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Fall	low	1
400577238	2020	1.33	B	52	71	71	52	71	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Fall	midlow	0
400156236	2017	0.10	A	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	31	North_Central_California_Footh	B	Summer	low	0
400103282	2016	0.25	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Fall	low	0
400029895	2017	12.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Spring	mid	1
400631045	2020	0.10	A	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	5	Columbia_Plateau	B	Summer	midhigh	0
400383304	2018	10.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	low	1
400371229	2018	12.25	C	42	52	52	42	52	52	42	52	52	42	42	52	42	42	52	42	42	52	42	42	52	5	Columbia_Plateau	B	Summer	mid	1
300217238	2015	486.10	E	52	52	52	52	52	52	52	52	52	82	82	82	52	82	82	71	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	1
400113462	2017	7.40	B	21	71	71	21	71	71	21	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	0
300318447	2015	0.41	B	21	42	42	21	42	42	21	42	42	21	42	42	21	42	42	21	42	42	21	42	42	31	North_Central_California_Footh	B	Spring	mid	0
400041496	2016	16.50	C	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	midlow	1
300318186	2015	0.10	A	52	52	22	52	52	22	52	52	22	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Winter	low	0
400631229	2020	588.00	E	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	1
300340923	2015	30.00	C	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	low	1
400147079	2017	0.08	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	0
400312226	2018	100226.00	G	22	71	71	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400630548	2020	500.00	E	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	5	Columbia_Plateau	B	Summer	low	1
400631385	2020	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	0
400627486	2020	0.10	A	22	22	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	31	North_Central_California_Footh	B	Summer	low	0
400029515	2016	0.10	A	82	82	82	82	82	82	82	82	82	82	82	82	52	82	82	52	52	82	52	71	71	5	Columbia_Plateau	B	Fall	midlow	0
300217413	2015	2.20	B	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	5	Columbia_Plateau	B	Summer	midlow	0
400081623	2016	22.00	C	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	midlow	1
400387860	2018	0.01	A	21	22	22	21	22	22	21	22	21	21	21	21	22	21	21	81	21	21	71	71	71	31	North_Central_California_Footh	B	Summer	low	0
400630501	2020	1083.00	F	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400305002	2018	15186.00	G	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
300306995	2015	14.00	C	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	low	1
400114322	2017	68135.00	G	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400619755	2020	28.00	C	23	23	22	23	23	22	23	23	22	23	24	22	23	24	22	23	22	22	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
400630496	2020	10.00	C	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Spring	midlow	1
400521888	2019	2.16	B	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	31	North_Central_California_Footh	B	Fall	low	0
400003389	2016	5.70	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Fall	low	0
400619627	2020	100.00	D	52	52	42	52	52	42	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
300307392	2015	0.74	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Fall	low	0
400313617	2018	4.00	B	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	low	0
300217192	2015	33103.00	G	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	low	1
300202724	2015	53523.00	G	52	42	52	52	42	42	71	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	1
400512674	2019	1122.30	F	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Fall	midlow	1
400387774	2018	0.01	A	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Winter	midlow	0
400029798	2016	0.10	A	22	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	5	Columbia_Plateau	B	Summer	midlow	0
400505229	2019	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	0
300227162	2015	10.00	C	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	31	North_Central_California_Footh	B	Summer	low	1
400326586	2018	0.10	A	21	52	42	52	52	42	52	52	42	52	52	42	52	52	42	52	52	42	52	42	42	5	Columbia_Plateau	B	Summer	mid	0
400584936	2020	1.00	B	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	0
400593460	2020	0.10	A	23	71	71	23	71	71	23	71	71	23	71	71	23	71	21	22	71	21	22	71	21	31	North_Central_California_Footh	B	Summer	low	0
400512671	2019	58.00	C	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Fall	midlow	1
400631288	2020	0.10	A	22	11	11	22	11	11	22	11	11	22	11	11	22	11	11	22	11	11	22	11	11	5	Columbia_Plateau	B	Summer	mid	0
300218070	2015	69.00	C	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	5	Columbia_Plateau	B	Summer	mid	1
400029813	2016	46.00	C	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400619954	2020	1.00	B	21	22	22	21	22	22	21	22	22	21	22	22	21	22	21	21	22	21	21	22	21	31	North_Central_California_Footh	B	Winter	midlow	0
300306302	2015	150.00	D	52	42	42	52	52	42	52	52	42	52	52	52	52	52	52	52	42	42	52	42	52	31	North_Central_California_Footh	B	Summer	midlow	1
400313557	2018	22.50	C	21	82	82	21	82	82	21	82	82	21	82	82	21	82	82	21	82	82	21	82	82	5	Columbia_Plateau	B	Spring	midlow	1
400149674	2017	2.10	B	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	5	Columbia_Plateau	B	Summer	mid	0
400119236	2017	0.01	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400631113	2020	884.00	E	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400313542	2018	268.80	D	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	mid	1
300234411	2015	0.01	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Spring	midlow	0
400056905	2016	2.00	B	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	5	Columbia_Plateau	B	Spring	mid	0
400521356	2019	0.10	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	42	42	52	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400512641	2019	33.00	C	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	low	1
400369313	2018	2290.00	F	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	low	1
400029776	2016	0.10	A	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400029697	2017	37266.80	G	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400535232	2019	1.00	B	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	31	North_Central_California_Footh	B	Summer	low	0
