name,level,h,information,aic,bic,daic,dbic,alpha,lr,df,pct_correct
IV:BGPZ,3,9.66141763306742,0.06528728916683775,-55.67476639016243,-246.01223878606444,55.67476639016243,246.01223878606444,0.812622678137871,38.32523360983757,725594159.0,57.78301886792454
IV:BHPZ,3,9.66648223572539,0.060216091750571,-58.651683155129746,-248.98915555103176,58.651683155129746,248.98915555103176,0.8940188577519672,35.348316844870254,725594159.0,57.78301886792456
IV:BJPZ,3,9.656988188673997,0.06972250126152847,-85.07118854511171,-340.2043962247251,85.07118854511171,340.2043962247251,0.9859895180196905,40.92881145488829,725594175.0,58.72641509433964
IV:BKPZ,3,9.64438876768848,0.08233832829934833,-77.66538988849749,-332.79859756811084,77.66538988849749,332.79859756811084,0.9135923079744424,48.334610111502506,725594175.0,60.37735849056607
IV:BLPZ,3,9.658209645614502,0.06849945382837595,-53.78914726555574,-244.12661966145777,53.78914726555574,244.12661966145777,0.7481122273921952,40.21085273444426,725594159.0,58.96226415094342
IV:BMPZ,3,9.663314392921034,0.0633880594900955,-56.78966060569459,-247.1271330015966,56.78966060569459,247.1271330015966,0.8462352426202435,37.21033939430541,725594159.0,57.78301886792454
IV:BNPZ,3,9.657413645017028,0.06929649092010172,-85.32126702231214,-340.4544747019255,85.32126702231214,340.4544747019255,0.9870313186075276,40.67873297768786,725594175.0,57.31132075471701
IV:ApBPZ,3,9.603751021430964,0.12302899008300397,10.221022589317869,-115.32071452287283,-10.221022589317869,115.32071452287283,0.0,72.22102258931787,725594143.0,68.16037735849058
IV:SxBPZ,3,9.691590213974749,0.0350754197127577,-41.40987178960165,-166.95160890179235,41.40987178960165,166.95160890179235,0.9222366181157495,20.590128210398348,725594143.0,56.60377358490567
IV:EdBPZ,3,9.656027607273629,0.0706843334613358,-52.50656954773107,-242.84404194363307,52.50656954773107,242.84404194363307,0.6996328575805653,41.49343045226893,725594159.0,58.01886792452834
IV:AgBPZ,3,9.632702682974319,0.09403962978555241,-38.7964400711462,-229.13391246704822,38.7964400711462,229.13391246704822,0.19212135584247336,55.2035599288538,725594159.0,61.08490566037739
IV:ABPZ,3,9.662183603333528,0.06452032150979822,-56.124995140694786,-246.4624675365968,56.124995140694786,246.4624675365968,0.8266299743782761,37.875004859305214,725594159.0,59.198113207547195
IV:BCPZ,3,9.648134110412549,0.07858810866159413,-47.866860428005445,-238.20433282390746,47.866860428005445,238.20433282390746,0.5084681557837007,46.133139571994555,725594159.0,62.50000000000002
IV:BDPZ,3,9.668556976827595,0.058138649070961494,-59.87119275681685,-250.20866515271888,59.87119275681685,250.20866515271888,0.9195029945969456,34.12880724318315,725594159.0,58.254716981132084
IV:BEPZ,3,9.666933062029436,0.05976467841320528,-58.9166738115028,-249.2541462074048,58.9166738115028,249.2541462074048,0.899946211926751,35.0833261884972,725594159.0,58.01886792452833
