Level,Model,Information,Alpha,DF,LR,AIC,BIC,%C(Data)
2,IV:JNZ,0.04958440810125386,0.015594798985124503,725594127.0,29.107258826904072,-0.8927411730959278,-61.63874300157529,59.43396226415095
2,IV:MPZ,0.010262225392638954,0.8722157932647365,725594123.0,6.024176995994347,-15.975823004005653,-60.522891011557185,55.18867924528301
2,IV:HNZ,0.01258033929508891,0.7682911436747261,725594123.0,7.384966484719722,-14.615033515280277,-59.16210152283181,52.59433962264152
2,IV:HPZ,0.013791506066691921,0.7059658917756085,725594123.0,8.095950966607752,-13.904049033392248,-58.45111704094378,54.009433962264154
2,IV:FNZ,0.014072250767429115,0.6910475903683557,725594123.0,8.260754964105356,-13.739245035894644,-58.28631304344617,54.48113207547169
2,IV:KNZ,0.057108735558474795,0.003913186755196252,725594127.0,33.524222852137086,3.524222852137086,-57.22177897634228,60.141509433962284
2,IV:BHZ,0.016062898092860198,0.5832843097540489,725594123.0,9.4293135726116,-12.5706864273884,-57.11775443493993,52.830188679245296
2,IV:DPZ,0.016125242987496482,0.5799082793305039,725594123.0,9.465911548753791,-12.534088451246209,-57.081156458797736,56.13207547169811
2,IV:ANZ,0.016926392248592156,0.5368512086196028,725594123.0,9.936205735871557,-12.063794264128443,-56.61086227167998,55.66037735849058
2,IV:GNZ,0.017279036031446447,0.5181632622570406,725594123.0,10.143216250956817,-11.856783749043183,-56.40385175659471,54.245283018867916
2,IV:APZ,0.017738361113121784,0.4941459932931739,725594123.0,10.412851294511464,-11.587148705488536,-56.13421671304007,55.89622641509433
2,IV:EPZ,0.017906707654610336,0.4854480165875845,725594123.0,10.511674826814504,-11.488325173185496,-56.035393180737024,56.36792452830189
2,IV:BGZ,0.019638788818249573,0.4000148694706721,725594123.0,11.528448781971944,-10.471551218028056,-55.018619225579585,53.77358490566038
2,IV:BMZ,0.020068037003770117,0.3801665897767206,725594123.0,11.780427952751023,-10.219572047248977,-54.766640054800504,54.24528301886794
2,IV:LPZ,0.02043586886691803,0.36362471241828465,725594123.0,11.996354241990279,-10.003645758009721,-54.550713765561255,55.896226415094354
2,IV:FPZ,0.020440654251591923,0.36341241406964,725594123.0,11.999163379693504,-10.000836620306496,-54.547904627858024,56.367924528301884
2,IV:DNZ,0.022568578439140976,0.2767656497280907,725594123.0,13.248306859727373,-8.751693140272627,-53.29876114782416,56.60377358490567
2,IV:LNZ,0.023027483432578478,0.26015878586249774,725594123.0,13.517695301224295,-8.482304698775705,-53.02937270632724,56.132075471698116
2,IV:ENZ,0.023693541330149618,0.23737231236467982,725594123.0,13.908687557877176,-8.091312442122824,-52.63838044967436,55.4245283018868
