Level,Model,Information,Alpha,DF,LR,AIC,BIC,%C(Data)
2,IV:MNZ,0.0243659222958175,0.21593036338620153,725594123.0,14.30339160996576,-7.696608390034241,-52.24367639758577,53.77358490566038
2,IV:BEZ,0.02470383536152128,0.2057355892127195,725594123.0,14.501754834234713,-7.498245165765287,-52.04531317331681,55.89622641509434
2,IV:GPZ,0.025190165369510832,0.19173067982241676,725594123.0,14.78724242922497,-7.212757570775031,-51.75982557832656,56.13207547169813
2,IV:BLZ,0.02688983183258065,0.14868403279647913,725594123.0,15.78498816330646,-6.21501183669354,-50.76207984424507,55.660377358490564
2,IV:BDZ,0.028609156180692156,0.11364112061549081,725594123.0,16.794273556119574,-5.205726443880426,-49.75279445143195,57.07547169811321
2,IV:ABZ,0.03241356499570613,0.060449430601512644,725594123.0,19.02755446643797,-2.9724455335620306,-47.51951354111356,56.132075471698116
2,IV:EdPZ,0.03602772553945249,0.03185719776952045,725594123.0,21.149154994047162,-0.8508450059528379,-45.397913013504365,57.31132075471699
2,IV:AgNZ,0.03615870892553538,0.031104861327816313,725594123.0,21.226045441402178,-0.773954558597822,-45.32102256614935,57.78301886792453
2,IV:BFZ,0.03640833545993412,0.02971611309846356,725594123.0,21.372582315089762,-0.6274176849102382,-45.17448569246177,57.54716981132076
2,IV:CPZ,0.03704408689949028,0.02643300153300543,725594123.0,21.7457839405473,-0.2542160594526983,-44.80128406700423,58.490566037735846
2,IV:AgBZ,0.0375625375951254,0.024007063122720718,725594123.0,22.05012716384492,0.050127163844919664,-44.49694084370661,57.31132075471699
2,IV:EdNZ,0.038968725470285286,0.018425495572026218,725594123.0,22.875593797588966,0.8755937975889658,-43.67147420996257,56.36792452830191
2,IV:AgPZ,0.038972132634138165,0.018413572372524944,725594123.0,22.877593886002423,0.8775938860024226,-43.66947412154911,57.547169811320764
2,IV:CNZ,0.04284950294081994,0.008650700123835953,725594123.0,25.153704974267786,3.153704974267786,-41.39336303328375,58.254716981132084
2,IV:EdBZ,0.04499950230748236,0.005600840325403089,725594123.0,26.415807123704163,4.4158071237041625,-40.13126088384737,56.60377358490567
2,IV:SxPZ,0.010496930680014433,0.5221103878226367,725594119.0,6.161954733175972,-7.838045266824028,-36.18617945344773,54.481132075471706
2,IV:BCZ,0.05352454128968837,0.0008973833960854716,725594123.0,31.42021325995977,9.42021325995977,-35.126854747591764,61.08490566037737
2,IV:SxBZ,0.014452060557529369,0.29116312487304685,725594119.0,8.483712589068125,-5.516287410931875,-33.86442159755558,54.481132075471706
2,IV:SxNZ,0.015525262097882363,0.24367352776840423,725594119.0,9.113708109932208,-4.886291890067792,-33.23442607669149,54.24528301886795
1,IV:PZ,0.0022589310052509057,0.7269480430754722,725594115.0,1.3260476823216132,-4.673952317678387,-16.82315268337426,52.8301886792453
1,IV:NZ,0.008678494038295351,0.1631815150717666,725594115.0,5.094488002853037,-0.905511997146963,-13.054712362842835,52.12264150943417
1,IV:BZ,0.009769260948769678,0.1235226429680969,725594115.0,5.734794825073545,-0.26520517492645457,-12.414405540622326,52.12264150943403
1,IV:HZ,0.001636068770304059,0.6186558319825621,725594114.0,0.9604123348333504,-3.03958766516665,-11.139054575630565,52.122641509433976
1,IV:MZ,0.001781541708872925,0.5927964155108401,725594114.0,1.045808503455301,-2.954191496544699,-11.053658407008614,52.35849056603773
1,IV:GZ,0.002460734810375665,0.48565551521320555,725594114.0,1.4445114456890324,-2.5554885543109673,-10.654955464774883,52.122641509433954
1,IV:FZ,0.003470126140066357,0.36112742429140826,725594114.0,2.0370488141082164,-1.9629511858917836,-10.0624180963557,52.122641509433954
1,IV:JZ,0.015510847917028905,0.027617147097836137,725594115.0,9.105246633654774,3.105246633654774,-9.043953732041098,54.71698113207547
1,IV:AZ,0.0069361658850571935,0.1305695286850425,725594114.0,4.071698814482703,0.0716988144827031,-8.027768095981212,55.18867924528303
1,IV:DZ,0.007855708033161685,0.09968438250030826,725594114.0,4.6114925184323114,0.6114925184323114,-7.487974392031604,54.95283018867924
1,IV:EZ,0.008257567121058348,0.0885934980134978,725594114.0,4.847393619832289,0.8473936198322889,-7.2520732906316265,55.4245283018868
1,IV:LZ,0.010286084588279095,0.048845576205287226,725594114.0,6.038182926678871,2.0381829266788714,-6.061283983785044,54.716981132075496
1,IV:AgZ,0.012280330590945972,0.02720302704872148,725594114.0,7.208854046632721,3.2088540466327213,-4.890612863831194,55.89622641509434
1,IV:SxZ,0.0029813222469654782,0.18611359807155625,725594113.0,1.7501089881243739,-0.24989101187562612,-4.299624467107584,53.53773584905668
1,IV:KZ,0.025695797871904014,0.0017810524492303248,725594115.0,15.084061059960653,9.084061059960653,-3.0651393057352188,56.60377358490566
0,IV:Z,0.0,1.0,725594112.0,0.0,0.0,0.0,52.12264150943427
1,IV:EdZ,0.02578359443133747,0.0005168282764280667,725594114.0,15.135599785084139,11.135599785084139,3.0361328746202236,56.36792452830197
1,IV:CZ,0.026870264779204678,0.0003756882381042437,725594114.0,15.773501824981492,11.773501824981492,3.674034914517577,58.01886792452831
2,IV:ApPZ,0.09022702400154745,0.0,725594119.0,52.965467197498235,38.965467197498235,10.617333010874532,66.98113207547169
2,IV:ApNZ,0.09753006344904594,0.0,725594119.0,57.25252975529559,43.25252975529559,14.904395568671887,67.21698113207559
2,IV:ApBZ,0.09982101775006548,0.0,725594119.0,58.59737589451367,44.59737589451367,16.249241707889965,67.45283018867924
1,IV:ApZ,0.08716028299944047,0.0,725594113.0,51.165215313455896,49.165215313455896,45.11548185822394,66.98113207547189
